scientific_name,country_code,country_name,area,part_of_eu,status,endemic,rlc,rlc_numeric
Carcharodus baeticus,PT,Portugal,91568,y,P,,NRLA,
Carcharodus tripolinus,PT,Portugal,91568,y,P,,NRLA,
Celastrina argiolus,PT,Portugal,91568,y,P,,NRLA,
Charaxes jasius,PT,Portugal,91568,y,P,,NRLA,
Coenonympha arcania,PT,Portugal,91568,y,P,,NRLA,
Coenonympha dorus,PT,Portugal,91568,y,P,,NRLA,
Coenonympha glycerion,PT,Portugal,91568,y,P,,NRLA,
Coenonympha pamphilus,PT,Portugal,91568,y,P,,NRLA,
Colias alfacariensis,PT,Portugal,91568,y,P,,NRLA,
Colias crocea,PT,Portugal,91568,y,P,,NRLA,
Cupido lorquinii,PT,Portugal,91568,y,P,,NRLA,
Cupido minimus,PT,Portugal,91568,y,P,,NRLA,
Cyaniris semiargus,PT,Portugal,91568,y,P,,NRLA,
Erebia triarius,PT,Portugal,91568,y,P,,NRLA,
Erynnis tages,PT,Portugal,91568,y,P,,NRLA,
Euchloe belemia,PT,Portugal,91568,y,P,,NRLA,
Euchloe crameri,PT,Portugal,91568,y,P,,NRLA,
Euchloe tagis,PT,Portugal,91568,y,P,,NRLA,
Eumedonia eumedon,PT,Portugal,91568,y,P,,NRLA,
Euphydryas aurinia,PT,Portugal,91568,y,P,,NRLA,
Euphydryas desfontainii,PT,Portugal,91568,y,P,,NRLA,
Fabriciana adippe,PT,Portugal,91568,y,P,,NRLA,
Fabriciana niobe,PT,Portugal,91568,y,P,,NRLA,
Favonius quercus,PT,Portugal,91568,y,P,,NRLA,
Gegenes nostrodamus,PT,Portugal,91568,y,P,,NRLA,
Glaucopsyche alexis,PT,Portugal,91568,y,P,,NRLA,
Glaucopsyche melanops,PT,Portugal,91568,y,P,,NRLA,
Gonepteryx cleopatra,PT,Portugal,91568,y,P,,NRLA,
Gonepteryx rhamni,PT,Portugal,91568,y,P,,NRLA,
Hamearis lucina,PT,Portugal,91568,y,P,,NRLA,
Hesperia comma,PT,Portugal,91568,y,P,,NRLA,
Hipparchia fidia,PT,Portugal,91568,y,P,,NRLA,
Hipparchia hermione,PT,Portugal,91568,y,P,,NRLA,
Hipparchia semele,PT,Portugal,91568,y,P,,NRLA,
Hipparchia statilinus,PT,Portugal,91568,y,P,,NRLA,
Hyponephele lupina,PT,Portugal,91568,y,P,,NRLA,
Hyponephele lycaon,PT,Portugal,91568,y,P,,NRLA,
Iphiclides feisthamelii,PT,Portugal,91568,y,P,,NRLA,
Issoria lathonia,PT,Portugal,91568,y,P,,NRLA,
Laeosopis roboris,PT,Portugal,91568,y,P,,NRLA,
Lampides boeticus,PT,Portugal,91568,y,P,,NRLA,
Lasiommata maera,PT,Portugal,91568,y,P,,NRLA,
Lasiommata megera,PT,Portugal,91568,y,P,,NRLA,
Leptidea sinapis,PT,Portugal,91568,y,P,,NRLA,
Leptotes pirithous,PT,Portugal,91568,y,P,,NRLA,
Libythea celtis,PT,Portugal,91568,y,P,,NRLA,
Limenitis camilla,PT,Portugal,91568,y,P,,NRLA,
Limenitis reducta,PT,Portugal,91568,y,P,,NRLA,
Lycaena alciphron,PT,Portugal,91568,y,P,,NRLA,
Lycaena bleusei,PT,Portugal,91568,y,P,,NRLA,
Lycaena phlaeas,PT,Portugal,91568,y,P,,NRLA,
Lycaena tityrus,PT,Portugal,91568,y,P,,NRLA,
Lycaena virgaureae,PT,Portugal,91568,y,P,,NRLA,
Lysandra bellargus,PT,Portugal,91568,y,P,,NRLA,
Maniola jurtina,PT,Portugal,91568,y,P,,NRLA,
Melanargia ines,PT,Portugal,91568,y,P,,NRLA,
Melanargia lachesis,PT,Portugal,91568,y,P,,NRLA,
Melanargia occitanica,PT,Portugal,91568,y,P,,NRLA,
Melanargia russiae,PT,Portugal,91568,y,P,,NRLA,
Melitaea aetherie,PT,Portugal,91568,y,P,,NRLA,
Melitaea celadussa,PT,Portugal,91568,y,P,,NRLA,
Melitaea cinxia,PT,Portugal,91568,y,P,,NRLA,
Melitaea deione,PT,Portugal,91568,y,P,,NRLA,
Melitaea didyma,PT,Portugal,91568,y,P,,NRLA,
Melitaea parthenoides,PT,Portugal,91568,y,P,,NRLA,
Melitaea phoebe,PT,Portugal,91568,y,P,,NRLA,
Melitaea trivia,PT,Portugal,91568,y,P,,NRLA,
Muschampia proto,PT,Portugal,91568,y,P,,NRLA,
Nymphalis antiopa,PT,Portugal,91568,y,P,,NRLA,
Nymphalis polychloros,PT,Portugal,91568,y,P,,NRLA,
Ochlodes sylvanus,PT,Portugal,91568,y,P,,NRLA,
Papilio machaon,PT,Portugal,91568,y,P,,NRLA,
Pararge aegeria,PT,Portugal,91568,y,P,,NRLA,
Phengaris alcon,PT,Portugal,91568,y,P,,NRLA,
Pieris brassicae,PT,Portugal,91568,y,P,,NRLA,
Pieris napi,PT,Portugal,91568,y,P,,NRLA,
Pieris rapae,PT,Portugal,91568,y,P,,NRLA,
Plebejus argus,PT,Portugal,91568,y,P,,NRLA,
Polygonia c-album,PT,Portugal,91568,y,P,,NRLA,
Polyommatus celina,PT,Portugal,91568,y,P,,NRLA,
Polyommatus icarus,PT,Portugal,91568,y,P,,NRLA,
Polyommatus thersites,PT,Portugal,91568,y,P,,NRLA,
Pontia daplidice,PT,Portugal,91568,y,P,,NRLA,
Pseudophilotes abencerragus,PT,Portugal,91568,y,P,,NRLA,
Pseudophilotes baton,PT,Portugal,91568,y,P,,NRLA,
Pseudophilotes panoptes,PT,Portugal,91568,y,P,,NRLA,
Pyrgus alveus,PT,Portugal,91568,y,P,,NRLA,
Pyrgus armoricanus,PT,Portugal,91568,y,P,,NRLA,
Pyrgus malvoides,PT,Portugal,91568,y,P,,NRLA,
Pyrgus onopordi,PT,Portugal,91568,y,P,,NRLA,
Pyrgus serratulae,PT,Portugal,91568,y,P,,NRLA,
Pyronia bathseba,PT,Portugal,91568,y,P,,NRLA,
Pyronia cecilia,PT,Portugal,91568,y,P,,NRLA,
Pyronia tithonus,PT,Portugal,91568,y,P,,NRLA,
Satyrium esculi,PT,Portugal,91568,y,P,,NRLA,
Satyrium ilicis,PT,Portugal,91568,y,P,,NRLA,
Satyrium spini,PT,Portugal,91568,y,P,,NRLA,
Satyrus actaea,PT,Portugal,91568,y,P,,NRLA,
Speyeria aglaja,PT,Portugal,91568,y,P,,NRLA,
Spialia sertorius,PT,Portugal,91568,y,P,,NRLA,
Thecla betulae,PT,Portugal,91568,y,P,,NRLA,
Thymelicus acteon,PT,Portugal,91568,y,P,,NRLA,
Thymelicus lineola,PT,Portugal,91568,y,P,,NRLA,
Thymelicus sylvestris,PT,Portugal,91568,y,P,,NRLA,
Tomares ballus,PT,Portugal,91568,y,P,,NRLA,
Vanessa atalanta,PT,Portugal,91568,y,P,,NRLA,
Vanessa cardui,PT,Portugal,91568,y,P,,NRLA,
Vanessa virginiensis,PT,Portugal,91568,y,P,,NRLA,
Zerynthia rumina,PT,Portugal,91568,y,P,,NRLA,
Zizeeria knysna,PT,Portugal,91568,y,P,,NRLA,
Aglais io,RO,Romania,238392,y,P,,LC,1
Aglais urticae,RO,Romania,238392,y,P,,LC,1
Agriades optilete,RO,Romania,238392,y,Ex,,RE,100
Anthocharis cardamines,RO,Romania,238392,y,P,,LC,1
Apatura ilia,RO,Romania,238392,y,P,,NT,20
Apatura iris,RO,Romania,238392,y,P,,NT,20
Apatura metis,RO,Romania,238392,y,P,,NT,20
Aphantopus hyperantus,RO,Romania,238392,y,P,,LC,1
Aporia crataegi,RO,Romania,238392,y,P,,NT,20
Araschnia levana,RO,Romania,238392,y,P,,LC,1
Arethusana arethusa,RO,Romania,238392,y,P,,NT,20
Argynnis laodice,RO,Romania,238392,y,P,,EN,50
Argynnis pandora,RO,Romania,238392,y,P,,NT,20
Argynnis paphia,RO,Romania,238392,y,P,,LC,1
Aricia agestis,RO,Romania,238392,y,P,,LC,1
Aricia anteros,RO,Romania,238392,y,Ex,,RE,100
Aricia artaxerxes,RO,Romania,238392,y,P,,LC,1
Boloria aquilonaris,RO,Romania,238392,y,P,,CR,80
Boloria dia,RO,Romania,238392,y,P,,LC,1
Boloria euphrosyne,RO,Romania,238392,y,P,,LC,1
Boloria pales,RO,Romania,238392,y,P,,NT,20
Boloria selene,RO,Romania,238392,y,P,,LC,1
Boloria titania,RO,Romania,238392,y,P,,CR,80
Brenthis daphne,RO,Romania,238392,y,P,,NT,20
Brenthis hecate,RO,Romania,238392,y,P,,VU,30
Brenthis ino,RO,Romania,238392,y,P,,VU,30
Brintesia circe,RO,Romania,238392,y,P,,NT,20
Callophrys rubi,RO,Romania,238392,y,P,,LC,1
Carcharodus alceae,RO,Romania,238392,y,P,,LC,1
Carcharodus floccifera,RO,Romania,238392,y,P,,NT,20
Carcharodus lavatherae,RO,Romania,238392,y,P,,VU,30
Carcharodus orientalis,RO,Romania,238392,y,P,,NT,20
Carterocephalus palaemon,RO,Romania,238392,y,P,,LC,1
Celastrina argiolus,RO,Romania,238392,y,P,,LC,1
Chazara briseis,RO,Romania,238392,y,P,,VU,30
Coenonympha arcania,RO,Romania,238392,y,P,,LC,1
Coenonympha glycerion,RO,Romania,238392,y,P,,LC,1
Coenonympha leander,RO,Romania,238392,y,P,,VU,30
Coenonympha pamphilus,RO,Romania,238392,y,P,,LC,1
Coenonympha rhodopensis,RO,Romania,238392,y,P,,NT,20
Coenonympha tullia,RO,Romania,238392,y,P,,EN,50
Colias alfacariensis,RO,Romania,238392,y,P,,LC,1
Colias chrysotheme,RO,Romania,238392,y,P,,VU,30
Colias crocea,RO,Romania,238392,y,P,,LC,1
Colias erate,RO,Romania,238392,y,P,,NT,20
Colias hyale,RO,Romania,238392,y,P,,LC,1
Colias myrmidone,RO,Romania,238392,y,P,,EN,50
Colias palaeno,RO,Romania,238392,y,Ex,,RE,100
Cupido alcetas,RO,Romania,238392,y,P,,VU,30
Cupido argiades,RO,Romania,238392,y,P,,LC,1
Cupido decoloratus,RO,Romania,238392,y,P,,VU,30
Cupido minimus,RO,Romania,238392,y,P,,LC,1
Cupido osiris,RO,Romania,238392,y,P,,VU,30
Cyaniris semiargus,RO,Romania,238392,y,P,,LC,1
Erebia aethiops,RO,Romania,238392,y,P,,LC,1
Erebia epiphron,RO,Romania,238392,y,P,,NT,20
Erebia euryale,RO,Romania,238392,y,P,,LC,1
Erebia gorge,RO,Romania,238392,y,P,,NT,20
Erebia ligea,RO,Romania,238392,y,P,,LC,1
Erebia manto,RO,Romania,238392,y,P,,VU,30
Erebia medusa,RO,Romania,238392,y,P,,LC,1
Erebia melas,RO,Romania,238392,y,P,,NT,20
Erebia neleus,RO,Romania,238392,y,P,,NT,20
Erebia oeme,RO,Romania,238392,y,P,,VU,30
Erebia pandrose,RO,Romania,238392,y,P,,NT,20
Erebia pharte,RO,Romania,238392,y,P,,VU,30
Erebia pronoe,RO,Romania,238392,y,P,,NT,20
Erebia sudetica,RO,Romania,238392,y,P,,EN,50
Erynnis tages,RO,Romania,238392,y,P,,LC,1
Euchloe ausonia,RO,Romania,238392,y,P,,VU,30
Eumedonia eumedon,RO,Romania,238392,y,P,,VU,30
Euphydryas aurinia,RO,Romania,238392,y,P,,EN,50
Euphydryas maturna,RO,Romania,238392,y,P,,VU,30
Fabriciana adippe,RO,Romania,238392,y,P,,LC,1
Fabriciana niobe,RO,Romania,238392,y,P,,LC,1
Favonius quercus,RO,Romania,238392,y,P,,NT,20
Glaucopsyche alexis,RO,Romania,238392,y,P,,LC,1
Gonepteryx rhamni,RO,Romania,238392,y,P,,LC,1
Hamearis lucina,RO,Romania,238392,y,P,,LC,1
Hesperia comma,RO,Romania,238392,y,P,,LC,1
Heteropterus morpheus,RO,Romania,238392,y,P,,EN,50
Hipparchia fagi,RO,Romania,238392,y,P,,LC,1
Hipparchia semele,RO,Romania,238392,y,P,,LC,1
Hipparchia statilinus,RO,Romania,238392,y,P,,VU,30
Hipparchia syriaca,RO,Romania,238392,y,P,,NT,20
Hipparchia volgensis,RO,Romania,238392,y,P,,DD,1
Hyponephele lupina,RO,Romania,238392,y,P,,CR,80
Hyponephele lycaon,RO,Romania,238392,y,P,,VU,30
Iolana iolas,RO,Romania,238392,y,P,,CR,80
Iphiclides podalirius,RO,Romania,238392,y,P,,NT,20
Issoria lathonia,RO,Romania,238392,y,P,,LC,1
Kirinia climene,RO,Romania,238392,y,Ex,,RE,100
Kirinia roxelana,RO,Romania,238392,y,P,,NT,20
Kretania sephirus,RO,Romania,238392,y,P,,EN,50
Lasiommata maera,RO,Romania,238392,y,P,,LC,1
Lasiommata megera,RO,Romania,238392,y,P,,LC,1
Leptidea juvernica,RO,Romania,238392,y,P,,DD,1
Leptidea morsei,RO,Romania,238392,y,P,,EN,50
Leptidea sinapis,RO,Romania,238392,y,P,,LC,1
Libythea celtis,RO,Romania,238392,y,P,,VU,30
Limenitis camilla,RO,Romania,238392,y,P,,NT,20
Limenitis populi,RO,Romania,238392,y,P,,VU,30
Limenitis reducta,RO,Romania,238392,y,P,,VU,30
Lopinga achine,RO,Romania,238392,y,P,,VU,30
Lycaena alciphron,RO,Romania,238392,y,P,,VU,30
Lycaena dispar,RO,Romania,238392,y,P,,VU,30
Lycaena helle,RO,Romania,238392,y,P,,CR,80
Lycaena hippothoe,RO,Romania,238392,y,P,,VU,30
Lycaena phlaeas,RO,Romania,238392,y,P,,LC,1
Lycaena thersamon,RO,Romania,238392,y,P,,VU,30
Lycaena tityrus,RO,Romania,238392,y,P,,NT,20
Lycaena virgaureae,RO,Romania,238392,y,P,,NT,20
Lysandra bellargus,RO,Romania,238392,y,P,,LC,1
Lysandra coridon,RO,Romania,238392,y,P,,LC,1
Maniola jurtina,RO,Romania,238392,y,P,,LC,1
Melanargia galathea,RO,Romania,238392,y,P,,LC,1
Melanargia larissa,RO,Romania,238392,y,P,,DD,1
Melitaea arduinna,RO,Romania,238392,y,P,,DD,1
Melitaea athalia,RO,Romania,238392,y,P,,LC,1
Melitaea aurelia,RO,Romania,238392,y,P,,NT,20
Melitaea britomartis,RO,Romania,238392,y,P,,DD,1
Melitaea cinxia,RO,Romania,238392,y,P,,LC,1
Melitaea diamina,RO,Romania,238392,y,P,,VU,30
Melitaea didyma,RO,Romania,238392,y,P,,LC,1
Melitaea ornata,RO,Romania,238392,y,P,,DD,1
Melitaea phoebe,RO,Romania,238392,y,P,,LC,1
Melitaea trivia,RO,Romania,238392,y,P,,LC,1
Minois dryas,RO,Romania,238392,y,P,,LC,1
Muschampia cribrellum,RO,Romania,238392,y,P,,CR,80
Muschampia tessellum,RO,Romania,238392,y,P,,CR,80
Neptis rivularis,RO,Romania,238392,y,P,,LC,1
Neptis sappho,RO,Romania,238392,y,P,,NT,20
Nymphalis antiopa,RO,Romania,238392,y,P,,NT,20
Nymphalis polychloros,RO,Romania,238392,y,P,,NT,20
Nymphalis vaualbum,RO,Romania,238392,y,P,,EN,50
Nymphalis xanthomelas,RO,Romania,238392,y,P,,VU,30
Ochlodes sylvanus,RO,Romania,238392,y,P,,LC,1
Papilio machaon,RO,Romania,238392,y,P,,NT,20
Pararge aegeria,RO,Romania,238392,y,P,,LC,1
Parnassius apollo,RO,Romania,238392,y,Ex,,RE,100
Parnassius mnemosyne,RO,Romania,238392,y,P,,NT,20
Phengaris alcon,RO,Romania,238392,y,P,,VU,30
Phengaris arion,RO,Romania,238392,y,P,,NT,20
Phengaris nausithous,RO,Romania,238392,y,P,,CR,80
Phengaris teleius,RO,Romania,238392,y,P,,EN,50
Pieris brassicae,RO,Romania,238392,y,P,,NT,20
Pieris bryoniae,RO,Romania,238392,y,P,,NT,20
Pieris ergane,RO,Romania,238392,y,P,,EN,50
Pieris mannii,RO,Romania,238392,y,P,,VU,30
Pieris napi,RO,Romania,238392,y,P,,LC,1
Pieris rapae,RO,Romania,238392,y,P,,LC,1
Plebejus argus,RO,Romania,238392,y,P,,LC,1
Plebejus argyrognomon,RO,Romania,238392,y,P,,LC,1
Plebejus idas,RO,Romania,238392,y,P,,NT,20
Polygonia c-album,RO,Romania,238392,y,P,,LC,1
Polygonia egea,RO,Romania,238392,y,Ex,,RE,100
Polyommatus admetus,RO,Romania,238392,y,P,,CR,80
Polyommatus amandus,RO,Romania,238392,y,P,,VU,30
Polyommatus damon,RO,Romania,238392,y,Ex,,RE,100
Polyommatus daphnis,RO,Romania,238392,y,P,,NT,20
Polyommatus dorylas,RO,Romania,238392,y,P,,NT,20
Polyommatus icarus,RO,Romania,238392,y,P,,LC,1
Polyommatus thersites,RO,Romania,238392,y,P,,NT,20
Pontia edusa,RO,Romania,238392,y,P,,LC,1
Pseudophilotes bavius,RO,Romania,238392,y,P,,EN,50
Pseudophilotes vicrama,RO,Romania,238392,y,P,,NT,20
Pyrgus alveus,RO,Romania,238392,y,P,,NT,20
Pyrgus andromedae,RO,Romania,238392,y,P,,DD,1
Pyrgus armoricanus,RO,Romania,238392,y,P,,LC,1
Pyrgus cacaliae,RO,Romania,238392,y,P,,EN,50
Pyrgus carthami,RO,Romania,238392,y,P,,LC,1
Pyrgus malvae,RO,Romania,238392,y,P,,LC,1
Pyrgus serratulae,RO,Romania,238392,y,P,,DD,1
Pyrgus sidae,RO,Romania,238392,y,P,,EN,50
Pyronia tithonus,RO,Romania,238392,y,P,,NT,20
Satyrium acaciae,RO,Romania,238392,y,P,,NT,20
Satyrium ilicis,RO,Romania,238392,y,P,,VU,30
Satyrium pruni,RO,Romania,238392,y,P,,NT,20
Satyrium spini,RO,Romania,238392,y,P,,NT,20
Satyrium w-album,RO,Romania,238392,y,P,,VU,30
Satyrus ferula,RO,Romania,238392,y,P,,DD,1
Scolitantides orion,RO,Romania,238392,y,P,,NT,20
Speyeria aglaja,RO,Romania,238392,y,P,,LC,1
Spialia orbifer,RO,Romania,238392,y,P,,NT,20
Thecla betulae,RO,Romania,238392,y,P,,NT,20
Thymelicus acteon,RO,Romania,238392,y,P,,NT,20
Thymelicus lineola,RO,Romania,238392,y,P,,LC,1
Thymelicus sylvestris,RO,Romania,238392,y,P,,LC,1
Tomares nogelii,RO,Romania,238392,y,P,,CR,80
Vanessa atalanta,RO,Romania,238392,y,P,,LC,1
Vanessa cardui,RO,Romania,238392,y,M,,LC,1
Zerynthia cerisy,RO,Romania,238392,y,P,,EN,50
Zerynthia polyxena,RO,Romania,238392,y,P,,VU,30
Aglais io,RS,Serbia,88361,,P,,LC,1
Aglais urticae,RS,Serbia,88361,,P,,LC,1
Agriades optilete,RS,Serbia,88361,,P,,EN,50
Anthocharis cardamines,RS,Serbia,88361,,P,,LC,1
Anthocharis damone,RS,Serbia,88361,,P,,EN,50
Anthocharis gruneri,RS,Serbia,88361,,P,,EN,50
Apatura ilia,RS,Serbia,88361,,P,,LC,1
Apatura iris,RS,Serbia,88361,,P,,LC,1
Apatura metis,RS,Serbia,88361,,P,,VU,30
Aphantopus hyperantus,RS,Serbia,88361,,P,,LC,1
Aporia crataegi,RS,Serbia,88361,,P,,LC,1
Araschnia levana,RS,Serbia,88361,,P,,LC,1
Arethusana arethusa,RS,Serbia,88361,,P,,LC,1
Argynnis pandora,RS,Serbia,88361,,P,,LC,1
Argynnis paphia,RS,Serbia,88361,,P,,LC,1
Aricia agestis,RS,Serbia,88361,,P,,LC,1
Aricia anteros,RS,Serbia,88361,,P,,LC,1
Aricia artaxerxes,RS,Serbia,88361,,P,,LC,1
Boloria dia,RS,Serbia,88361,,P,,LC,1
Boloria eunomia,RS,Serbia,88361,,P,,CR,80
Boloria euphrosyne,RS,Serbia,88361,,P,,LC,1
Boloria graeca,RS,Serbia,88361,,P,,NT,20
Boloria pales,RS,Serbia,88361,,P,,VU,30
Boloria selene,RS,Serbia,88361,,P,,EN,50
Boloria titania,RS,Serbia,88361,,P,,NT,20
Brenthis daphne,RS,Serbia,88361,,P,,LC,1
Brenthis hecate,RS,Serbia,88361,,P,,LC,1
Brenthis ino,RS,Serbia,88361,,P,,NT,20
Brintesia circe,RS,Serbia,88361,,P,,LC,1
Callophrys rubi,RS,Serbia,88361,,P,,LC,1
Carcharodus alceae,RS,Serbia,88361,,P,,LC,1
Carcharodus floccifera,RS,Serbia,88361,,P,,LC,1
Carcharodus lavatherae,RS,Serbia,88361,,P,,NT,20
Carcharodus orientalis,RS,Serbia,88361,,P,,NT,20
Carterocephalus palaemon,RS,Serbia,88361,,P,,LC,1
Celastrina argiolus,RS,Serbia,88361,,P,,LC,1
Chazara briseis,RS,Serbia,88361,,P,,VU,30
Coenonympha arcania,RS,Serbia,88361,,P,,LC,1
Coenonympha glycerion,RS,Serbia,88361,,P,,LC,1
Coenonympha leander,RS,Serbia,88361,,P,,LC,1
Coenonympha orientalis,RS,Serbia,88361,,P,,NT,20
Coenonympha pamphilus,RS,Serbia,88361,,P,,LC,1
Coenonympha rhodopensis,RS,Serbia,88361,,P,,NT,20
Colias alfacariensis,RS,Serbia,88361,,P,,LC,1
Colias caucasica,RS,Serbia,88361,,P,,VU,30
Colias crocea,RS,Serbia,88361,,P,,LC,1
Colias erate,RS,Serbia,88361,,P,,LC,1
Colias hyale,RS,Serbia,88361,,P,,LC,1
Colias myrmidone,RS,Serbia,88361,,P,,CR,80
Cupido alcetas,RS,Serbia,88361,,P,,LC,1
Cupido argiades,RS,Serbia,88361,,P,,LC,1
Cupido decoloratus,RS,Serbia,88361,,P,,LC,1
Cupido minimus,RS,Serbia,88361,,P,,LC,1
Cupido osiris,RS,Serbia,88361,,P,,LC,1
Cyaniris semiargus,RS,Serbia,88361,,P,,LC,1
Erebia aethiops,RS,Serbia,88361,,P,,LC,1
Erebia albergana,RS,Serbia,88361,,P,,NT,20
Erebia epiphron,RS,Serbia,88361,,P,,NT,20
Erebia euryale,RS,Serbia,88361,,P,,LC,1
Erebia gorge,RS,Serbia,88361,,P,,NT,20
Erebia ligea,RS,Serbia,88361,,P,,LC,1
Erebia medusa,RS,Serbia,88361,,P,,LC,1
Erebia melas,RS,Serbia,88361,,P,,EN,50
Erebia neleus,RS,Serbia,88361,,P,,NT,20
Erebia oeme,RS,Serbia,88361,,P,,LC,1
Erebia orientalis,RS,Serbia,88361,,P,,EN,50
Erebia ottomana,RS,Serbia,88361,,P,,LC,1
Erebia pandrose,RS,Serbia,88361,,P,,NT,20
Erebia pronoe,RS,Serbia,88361,,P,,DD,1
Erebia rhodopensis,RS,Serbia,88361,,P,,EN,50
Erynnis tages,RS,Serbia,88361,,P,,LC,1
Euchloe ausonia,RS,Serbia,88361,,P,,NT,20
Eumedonia eumedon,RS,Serbia,88361,,P,,NT,20
Euphydryas aurinia,RS,Serbia,88361,,P,,LC,1
Euphydryas maturna,RS,Serbia,88361,,P,,NT,20
Fabriciana adippe,RS,Serbia,88361,,P,,LC,1
Fabriciana niobe,RS,Serbia,88361,,P,,LC,1
Favonius quercus,RS,Serbia,88361,,P,,LC,1
Glaucopsyche alexis,RS,Serbia,88361,,P,,LC,1
Gonepteryx rhamni,RS,Serbia,88361,,P,,LC,1
Hamearis lucina,RS,Serbia,88361,,P,,LC,1
Hesperia comma,RS,Serbia,88361,,P,,LC,1
Heteropterus morpheus,RS,Serbia,88361,,P,,LC,1
Hipparchia fagi,RS,Serbia,88361,,P,,LC,1
Hipparchia semele,RS,Serbia,88361,,P,,DD,1
Hipparchia statilinus,RS,Serbia,88361,,P,,NT,20
Hipparchia syriaca,RS,Serbia,88361,,P,,DD,1
Hipparchia volgensis,RS,Serbia,88361,,P,,LC,1
Hyponephele lupina,RS,Serbia,88361,,P,,NT,20
Hyponephele lycaon,RS,Serbia,88361,,P,,NT,20
Iolana iolas,RS,Serbia,88361,,P,,EN,50
Iphiclides podalirius,RS,Serbia,88361,,P,,LC,1
Issoria lathonia,RS,Serbia,88361,,P,,LC,1
Kirinia climene,RS,Serbia,88361,,P,,VU,30
Kirinia roxelana,RS,Serbia,88361,,P,,LC,1
Kretania sephirus,RS,Serbia,88361,,P,,NT,20
Lampides boeticus,RS,Serbia,88361,,M,,NE,1
Lasiommata maera,RS,Serbia,88361,,P,,LC,1
Lasiommata megera,RS,Serbia,88361,,P,,LC,1
Lasiommata petropolitana,RS,Serbia,88361,,P,,NT,20
Leptidea duponcheli,RS,Serbia,88361,,P,,NT,20
Leptidea juvernica,RS,Serbia,88361,,P,,DD,1
Leptidea morsei,RS,Serbia,88361,,Ex,,RE,100
Leptidea sinapis,RS,Serbia,88361,,P,,LC,1
Leptotes pirithous,RS,Serbia,88361,,M,,LC,1
Libythea celtis,RS,Serbia,88361,,P,,NT,20
Limenitis camilla,RS,Serbia,88361,,P,,LC,1
Limenitis populi,RS,Serbia,88361,,P,,NT,20
Limenitis reducta,RS,Serbia,88361,,P,,LC,1
Lopinga achine,RS,Serbia,88361,,P,,CR,80
Lycaena alciphron,RS,Serbia,88361,,P,,LC,1
Lycaena candens,RS,Serbia,88361,,P,,LC,1
Lycaena dispar,RS,Serbia,88361,,P,,LC,1
Lycaena helle,RS,Serbia,88361,,P,,CR,80
Lycaena hippothoe,RS,Serbia,88361,,P,,DD,1
Lycaena phlaeas,RS,Serbia,88361,,P,,LC,1
Lycaena thersamon,RS,Serbia,88361,,P,,LC,1
Lycaena tityrus,RS,Serbia,88361,,P,,LC,1
Lycaena virgaureae,RS,Serbia,88361,,P,,LC,1
Lysandra bellargus,RS,Serbia,88361,,P,,LC,1
Lysandra coridon,RS,Serbia,88361,,P,,LC,1
Maniola jurtina,RS,Serbia,88361,,P,,LC,1
Melanargia galathea,RS,Serbia,88361,,P,,LC,1
Melanargia larissa,RS,Serbia,88361,,P,,NT,20
Melitaea arduinna,RS,Serbia,88361,,P,,LC,1
Melitaea athalia,RS,Serbia,88361,,P,,LC,1
Melitaea aurelia,RS,Serbia,88361,,P,,LC,1
Melitaea cinxia,RS,Serbia,88361,,P,,LC,1
Melitaea diamina,RS,Serbia,88361,,P,,LC,1
Melitaea didyma,RS,Serbia,88361,,P,,LC,1
Melitaea ornata,RS,Serbia,88361,,P,,NT,20
Melitaea phoebe,RS,Serbia,88361,,P,,LC,1
Melitaea trivia,RS,Serbia,88361,,P,,LC,1
Minois dryas,RS,Serbia,88361,,P,,LC,1
Muschampia cribrellum,RS,Serbia,88361,,P,,VU,30
Neptis rivularis,RS,Serbia,88361,,P,,LC,1
Neptis sappho,RS,Serbia,88361,,P,,LC,1
Nymphalis antiopa,RS,Serbia,88361,,P,,LC,1
Nymphalis polychloros,RS,Serbia,88361,,P,,LC,1
Nymphalis vaualbum,RS,Serbia,88361,,P,,LC,1
Nymphalis xanthomelas,RS,Serbia,88361,,P,,NT,20
Ochlodes sylvanus,RS,Serbia,88361,,P,,LC,1
Papilio machaon,RS,Serbia,88361,,P,,LC,1
Pararge aegeria,RS,Serbia,88361,,P,,LC,1
Parnassius apollo,RS,Serbia,88361,,P,,VU,30
Parnassius mnemosyne,RS,Serbia,88361,,P,,LC,1
Phengaris alcon,RS,Serbia,88361,,P,,LC,1
Phengaris arion,RS,Serbia,88361,,P,,LC,1
Phengaris teleius,RS,Serbia,88361,,P,,EN,50
Pieris balcana,RS,Serbia,88361,,P,,LC,1
Pieris brassicae,RS,Serbia,88361,,P,,LC,1
Pieris ergane,RS,Serbia,88361,,P,,LC,1
Pieris mannii,RS,Serbia,88361,,P,,LC,1
Pieris napi,RS,Serbia,88361,,P,,LC,1
Pieris rapae,RS,Serbia,88361,,P,,LC,1
Plebejus argus,RS,Serbia,88361,,P,,LC,1
Plebejus argyrognomon,RS,Serbia,88361,,P,,LC,1
Plebejus idas,RS,Serbia,88361,,P,,LC,1
Polygonia c-album,RS,Serbia,88361,,P,,LC,1
Polyommatus admetus,RS,Serbia,88361,,P,,NT,20
Polyommatus amandus,RS,Serbia,88361,,P,,LC,1
Polyommatus damon,RS,Serbia,88361,,P,,EN,50
