scientific_name,country_code,country_name,area,part_of_eu,status,endemic,rlc,rlc_numeric
Thymelicus acteon,CH,Switzerland,41290,,P,,EN,50
Thymelicus lineola,CH,Switzerland,41290,,P,,LC,1
Thymelicus sylvestris,CH,Switzerland,41290,,P,,LC,1
Vanessa atalanta,CH,Switzerland,41290,,M,,LC,1
Vanessa cardui,CH,Switzerland,41290,,M,,LC,1
Zerynthia polyxena,CH,Switzerland,41290,,Ex,,RE,100
Anthocharis cardamines,CY,Cyprus,9251,y,P,,NRLA,
Aporia crataegi,CY,Cyprus,9251,y,P,,NRLA,
Argynnis pandora,CY,Cyprus,9251,y,P,,NRLA,
Aricia agestis,CY,Cyprus,9251,y,P,,NRLA,
Carcharodus alceae,CY,Cyprus,9251,y,P,,NRLA,
Celastrina argiolus,CY,Cyprus,9251,y,P,,NRLA,
Charaxes jasius,CY,Cyprus,9251,y,P,,NRLA,
Chazara briseis,CY,Cyprus,9251,y,P,,NRLA,
Cigaritis acamas,CY,Cyprus,9251,y,P,,NRLA,
Colias crocea,CY,Cyprus,9251,y,P,,NRLA,
Danaus chrysippus,CY,Cyprus,9251,y,M,,NRLA,
Euchloe ausonia,CY,Cyprus,9251,y,P,,NRLA,
Favonius quercus,CY,Cyprus,9251,y,P,,NRLA,
Freyeria trochylus,CY,Cyprus,9251,y,P,,NRLA,
Gegenes pumilio,CY,Cyprus,9251,y,P,,NRLA,
Glaucopsyche paphos,CY,Cyprus,9251,y,P,CY,NRLA,
Gonepteryx cleopatra,CY,Cyprus,9251,y,P,,NRLA,
Hipparchia cypriensis,CY,Cyprus,9251,y,P,CY,NRLA,
Hipparchia syriaca,CY,Cyprus,9251,y,P,,NRLA,
Hyponephele lupina,CY,Cyprus,9251,y,P,,NRLA,
Kirinia roxelana,CY,Cyprus,9251,y,P,,NRLA,
Lampides boeticus,CY,Cyprus,9251,y,P,,NRLA,
Lasiommata maera,CY,Cyprus,9251,y,P,,NRLA,
Lasiommata megera,CY,Cyprus,9251,y,P,,NRLA,
Leptotes pirithous,CY,Cyprus,9251,y,P,,NRLA,
Libythea celtis,CY,Cyprus,9251,y,P,,NRLA,
Limenitis reducta,CY,Cyprus,9251,y,P,,NRLA,
Luthrodes galba,CY,Cyprus,9251,y,P,,NRLA,
Lycaena phlaeas,CY,Cyprus,9251,y,P,,NRLA,
Lycaena thersamon,CY,Cyprus,9251,y,P,,NRLA,
Maniola cypricola,CY,Cyprus,9251,y,P,CY,NRLA,
Papilio machaon,CY,Cyprus,9251,y,P,,NRLA,
Pararge aegeria,CY,Cyprus,9251,y,P,,NRLA,
Pelopidas thrax,CY,Cyprus,9251,y,P,,NRLA,
Pieris brassicae,CY,Cyprus,9251,y,P,,NRLA,
Pieris rapae,CY,Cyprus,9251,y,P,,NRLA,
Polyommatus icarus,CY,Cyprus,9251,y,P,,NRLA,
Pontia chloridice,CY,Cyprus,9251,y,P,,NRLA,
Pontia daplidice,CY,Cyprus,9251,y,P,,NRLA,
Pseudochazara anthelea,CY,Cyprus,9251,y,P,,NRLA,
Pseudophilotes vicrama,CY,Cyprus,9251,y,P,,NRLA,
Tarucus balkanicus,CY,Cyprus,9251,y,P,,NRLA,
Thymelicus acteon,CY,Cyprus,9251,y,P,,NRLA,
Vanessa atalanta,CY,Cyprus,9251,y,P,,NRLA,
Vanessa cardui,CY,Cyprus,9251,y,M,,NRLA,
Ypthima asterope,CY,Cyprus,9251,y,P,,NRLA,
Zerynthia cerisy,CY,Cyprus,9251,y,P,,NRLA,
Zizeeria karsandra,CY,Cyprus,9251,y,P,,NRLA,
Aglais io,CZ,Czech Republic,78866,y,P,,NE,1
Aglais urticae,CZ,Czech Republic,78866,y,P,,NE,1
Agriades optilete,CZ,Czech Republic,78866,y,P,,VU,30
Anthocharis cardamines,CZ,Czech Republic,78866,y,P,,NE,1
Apatura ilia,CZ,Czech Republic,78866,y,P,,NE,1
Apatura iris,CZ,Czech Republic,78866,y,P,,NE,1
Aphantopus hyperantus,CZ,Czech Republic,78866,y,P,,NE,1
Aporia crataegi,CZ,Czech Republic,78866,y,P,,NE,1
Araschnia levana,CZ,Czech Republic,78866,y,P,,NE,1
Arethusana arethusa,CZ,Czech Republic,78866,y,P,,VU,30
Argynnis paphia,CZ,Czech Republic,78866,y,P,,NE,1
Aricia agestis,CZ,Czech Republic,78866,y,P,,NE,1
Aricia artaxerxes,CZ,Czech Republic,78866,y,P,,CR,80
Boloria aquilonaris,CZ,Czech Republic,78866,y,P,,VU,30
Boloria dia,CZ,Czech Republic,78866,y,P,,NE,1
Boloria eunomia,CZ,Czech Republic,78866,y,P,,NE,1
Boloria euphrosyne,CZ,Czech Republic,78866,y,P,,VU,30
Boloria selene,CZ,Czech Republic,78866,y,P,,NT,20
Brenthis daphne,CZ,Czech Republic,78866,y,P,,NE,1
Brenthis hecate,CZ,Czech Republic,78866,y,P,,NT,20
Brenthis ino,CZ,Czech Republic,78866,y,P,,NE,1
Brintesia circe,CZ,Czech Republic,78866,y,P,,NE,1
Callophrys rubi,CZ,Czech Republic,78866,y,P,,NT,20
Carcharodus alceae,CZ,Czech Republic,78866,y,P,,NT,20
Carcharodus floccifera,CZ,Czech Republic,78866,y,Ex,,RE,100
Carterocephalus palaemon,CZ,Czech Republic,78866,y,P,,NE,1
Carterocephalus silvicola,CZ,Czech Republic,78866,y,Ex,,RE,100
Celastrina argiolus,CZ,Czech Republic,78866,y,P,,NE,1
Chazara briseis,CZ,Czech Republic,78866,y,P,,CR,80
Coenonympha arcania,CZ,Czech Republic,78866,y,P,,NT,20
Coenonympha glycerion,CZ,Czech Republic,78866,y,P,,NE,1
Coenonympha hero,CZ,Czech Republic,78866,y,Ex,,RE,100
Coenonympha pamphilus,CZ,Czech Republic,78866,y,P,,NE,1
Coenonympha tullia,CZ,Czech Republic,78866,y,P,,CR,80
Colias alfacariensis,CZ,Czech Republic,78866,y,P,,VU,30
Colias chrysotheme,CZ,Czech Republic,78866,y,Ex,,RE,100
Colias crocea,CZ,Czech Republic,78866,y,M,,NE,1
Colias erate,CZ,Czech Republic,78866,y,P,,NE,1
Colias hyale,CZ,Czech Republic,78866,y,P,,NE,1
Colias myrmidone,CZ,Czech Republic,78866,y,Ex,,RE,100
Colias palaeno,CZ,Czech Republic,78866,y,P,,VU,30
Cupido alcetas,CZ,Czech Republic,78866,y,P,,CR,80
Cupido argiades,CZ,Czech Republic,78866,y,P,,NE,1
Cupido decoloratus,CZ,Czech Republic,78866,y,P,,NT,20
Cupido minimus,CZ,Czech Republic,78866,y,P,,VU,30
Cyaniris semiargus,CZ,Czech Republic,78866,y,P,,VU,30
Erebia aethiops,CZ,Czech Republic,78866,y,P,,EN,50
Erebia epiphron,CZ,Czech Republic,78866,y,P,,NE,1
Erebia euryale,CZ,Czech Republic,78866,y,P,,NE,1
Erebia ligea,CZ,Czech Republic,78866,y,P,,NT,20
Erebia medusa,CZ,Czech Republic,78866,y,P,,NT,20
Erebia sudetica,CZ,Czech Republic,78866,y,P,,VU,30
Erynnis tages,CZ,Czech Republic,78866,y,P,,NE,1
Eumedonia eumedon,CZ,Czech Republic,78866,y,P,,NT,20
Euphydryas aurinia,CZ,Czech Republic,78866,y,P,,EN,50
Euphydryas maturna,CZ,Czech Republic,78866,y,P,,CR,80
Fabriciana adippe,CZ,Czech Republic,78866,y,P,,NE,1
Fabriciana niobe,CZ,Czech Republic,78866,y,P,,CR,80
Favonius quercus,CZ,Czech Republic,78866,y,P,,NE,1
Glaucopsyche alexis,CZ,Czech Republic,78866,y,P,,VU,30
Gonepteryx rhamni,CZ,Czech Republic,78866,y,P,,NE,1
Hamearis lucina,CZ,Czech Republic,78866,y,P,,EN,50
Hesperia comma,CZ,Czech Republic,78866,y,P,,VU,30
Heteropterus morpheus,CZ,Czech Republic,78866,y,P,,NE,1
Hipparchia fagi,CZ,Czech Republic,78866,y,P,,VU,30
Hipparchia hermione,CZ,Czech Republic,78866,y,P,,CR,80
Hipparchia semele,CZ,Czech Republic,78866,y,P,,CR,80
Hipparchia statilinus,CZ,Czech Republic,78866,y,Ex,,RE,100
Hyponephele lupina,CZ,Czech Republic,78866,y,Ex,,RE,100
Hyponephele lycaon,CZ,Czech Republic,78866,y,P,,CR,80
Iphiclides podalirius,CZ,Czech Republic,78866,y,P,,NT,20
Issoria lathonia,CZ,Czech Republic,78866,y,P,,NE,1
Lasiommata maera,CZ,Czech Republic,78866,y,P,,NT,20
Lasiommata megera,CZ,Czech Republic,78866,y,P,,NE,1
Lasiommata petropolitana,CZ,Czech Republic,78866,y,Ex,,RE,100
Leptidea juvernica,CZ,Czech Republic,78866,y,P,,NE,1
Leptidea morsei,CZ,Czech Republic,78866,y,Ex,,RE,100
Leptidea sinapis,CZ,Czech Republic,78866,y,P,,NT,20
Limenitis camilla,CZ,Czech Republic,78866,y,P,,NT,20
Limenitis populi,CZ,Czech Republic,78866,y,P,,VU,30
Limenitis reducta,CZ,Czech Republic,78866,y,Ex,,RE,100
Lopinga achine,CZ,Czech Republic,78866,y,P,,CR,80
Lycaena alciphron,CZ,Czech Republic,78866,y,P,,VU,30
Lycaena dispar,CZ,Czech Republic,78866,y,P,,NE,1
Lycaena helle,CZ,Czech Republic,78866,y,P,,CR,80
Lycaena hippothoe,CZ,Czech Republic,78866,y,P,,NT,20
Lycaena phlaeas,CZ,Czech Republic,78866,y,P,,NE,1
Lycaena thersamon,CZ,Czech Republic,78866,y,Ex,,RE,100
Lycaena tityrus,CZ,Czech Republic,78866,y,P,,NE,1
Lycaena virgaureae,CZ,Czech Republic,78866,y,P,,NT,20
Lysandra bellargus,CZ,Czech Republic,78866,y,P,,VU,30
Lysandra coridon,CZ,Czech Republic,78866,y,P,,VU,30
Maniola jurtina,CZ,Czech Republic,78866,y,P,,NE,1
Melanargia galathea,CZ,Czech Republic,78866,y,P,,NE,1
Melitaea athalia,CZ,Czech Republic,78866,y,P,,NT,20
Melitaea aurelia,CZ,Czech Republic,78866,y,P,,EN,50
Melitaea britomartis,CZ,Czech Republic,78866,y,P,,CR,80
Melitaea cinxia,CZ,Czech Republic,78866,y,P,,VU,30
Melitaea diamina,CZ,Czech Republic,78866,y,P,,VU,30
Melitaea didyma,CZ,Czech Republic,78866,y,P,,CR,80
Melitaea phoebe,CZ,Czech Republic,78866,y,P,,CR,80
Melitaea trivia,CZ,Czech Republic,78866,y,Ex,,RE,100
Minois dryas,CZ,Czech Republic,78866,y,P,,VU,30
Neptis rivularis,CZ,Czech Republic,78866,y,P,,NT,20
Neptis sappho,CZ,Czech Republic,78866,y,Ex,,RE,100
Nymphalis antiopa,CZ,Czech Republic,78866,y,P,,NE,1
Nymphalis polychloros,CZ,Czech Republic,78866,y,P,,NE,1
Nymphalis vaualbum,CZ,Czech Republic,78866,y,Ex,,RE,100
Nymphalis xanthomelas,CZ,Czech Republic,78866,y,P,,NE,1
Ochlodes sylvanus,CZ,Czech Republic,78866,y,P,,NE,1
Papilio machaon,CZ,Czech Republic,78866,y,P,,NE,1
Pararge aegeria,CZ,Czech Republic,78866,y,P,,NE,1
Parnassius apollo,CZ,Czech Republic,78866,y,P,,CR,80
Parnassius mnemosyne,CZ,Czech Republic,78866,y,P,,EN,50
Phengaris alcon,CZ,Czech Republic,78866,y,P,,CR,80
Phengaris arion,CZ,Czech Republic,78866,y,P,,EN,50
Phengaris nausithous,CZ,Czech Republic,78866,y,P,,NT,20
Phengaris teleius,CZ,Czech Republic,78866,y,P,,VU,30
Pieris brassicae,CZ,Czech Republic,78866,y,P,,NE,1
Pieris bryoniae,CZ,Czech Republic,78866,y,P,,NT,20
Pieris napi,CZ,Czech Republic,78866,y,P,,NE,1
Pieris rapae,CZ,Czech Republic,78866,y,P,,NE,1
Plebejus argus,CZ,Czech Republic,78866,y,P,,NT,20
Plebejus argyrognomon,CZ,Czech Republic,78866,y,P,,NE,1
Plebejus idas,CZ,Czech Republic,78866,y,P,,CR,80
Polygonia c-album,CZ,Czech Republic,78866,y,P,,NE,1
Polyommatus amandus,CZ,Czech Republic,78866,y,P,,NT,20
Polyommatus damon,CZ,Czech Republic,78866,y,P,,CR,80
Polyommatus daphnis,CZ,Czech Republic,78866,y,P,,VU,30
Polyommatus dorylas,CZ,Czech Republic,78866,y,P,,CR,80
Polyommatus eros,CZ,Czech Republic,78866,y,Ex,,RE,100
Polyommatus icarus,CZ,Czech Republic,78866,y,P,,EN,50
Polyommatus thersites,CZ,Czech Republic,78866,y,P,,VU,30
Pontia edusa,CZ,Czech Republic,78866,y,P,,NE,1
Pseudophilotes baton,CZ,Czech Republic,78866,y,P,,CR,80
Pseudophilotes vicrama,CZ,Czech Republic,78866,y,P,,CR,80
Pyrgus alveus,CZ,Czech Republic,78866,y,P,,CR,80
Pyrgus armoricanus,CZ,Czech Republic,78866,y,P,,EN,50
Pyrgus carthami,CZ,Czech Republic,78866,y,P,,EN,50
Pyrgus malvae,CZ,Czech Republic,78866,y,P,,NE,1
Pyrgus serratulae,CZ,Czech Republic,78866,y,P,,EN,50
Pyronia tithonus,CZ,Czech Republic,78866,y,Ex,,RE,100
Satyrium acaciae,CZ,Czech Republic,78866,y,P,,NE,1
Satyrium ilicis,CZ,Czech Republic,78866,y,P,,EN,50
Satyrium pruni,CZ,Czech Republic,78866,y,P,,NT,20
Satyrium spini,CZ,Czech Republic,78866,y,P,,VU,30
Satyrium w-album,CZ,Czech Republic,78866,y,P,,NT,20
Scolitantides orion,CZ,Czech Republic,78866,y,P,,VU,30
Speyeria aglaja,CZ,Czech Republic,78866,y,P,,NE,1
Spialia sertorius,CZ,Czech Republic,78866,y,P,,VU,30
Thecla betulae,CZ,Czech Republic,78866,y,P,,NE,1
Thymelicus acteon,CZ,Czech Republic,78866,y,P,,EN,50
Thymelicus lineola,CZ,Czech Republic,78866,y,P,,NE,1
Thymelicus sylvestris,CZ,Czech Republic,78866,y,P,,NE,1
Vanessa atalanta,CZ,Czech Republic,78866,y,M,,NE,1
Vanessa cardui,CZ,Czech Republic,78866,y,M,,NE,1
Zerynthia polyxena,CZ,Czech Republic,78866,y,P,,NT,20
Aglais io,DE,Germany,357168,y,P,,LC,1
Aglais urticae,DE,Germany,357168,y,P,,LC,1
Agriades glandon,DE,Germany,357168,y,P,,R,20
Agriades optilete,DE,Germany,357168,y,P,,EN,50
Agriades orbitulus,DE,Germany,357168,y,P,,R,20
Anthocharis cardamines,DE,Germany,357168,y,P,,LC,1
Apatura ilia,DE,Germany,357168,y,P,,NT,20
Apatura iris,DE,Germany,357168,y,P,,NT,20
Aphantopus hyperantus,DE,Germany,357168,y,P,,LC,1
Aporia crataegi,DE,Germany,357168,y,P,,LC,1
Araschnia levana,DE,Germany,357168,y,P,,LC,1
Arethusana arethusa,DE,Germany,357168,y,Ex,,RE,100
Argynnis laodice,DE,Germany,357168,y,P,,CR,80
Argynnis paphia,DE,Germany,357168,y,P,,LC,1
Aricia agestis,DE,Germany,357168,y,P,,LC,1
Aricia artaxerxes,DE,Germany,357168,y,P,,DD,1
Boloria aquilonaris,DE,Germany,357168,y,P,,EN,50
Boloria dia,DE,Germany,357168,y,P,,LC,1
Boloria eunomia,DE,Germany,357168,y,P,,EN,50
Boloria euphrosyne,DE,Germany,357168,y,P,,EN,50
Boloria napaea,DE,Germany,357168,y,P,,R,20
Boloria pales,DE,Germany,357168,y,P,,R,20
Boloria selene,DE,Germany,357168,y,P,,NT,20
Boloria thore,DE,Germany,357168,y,P,,DD,1
Boloria titania,DE,Germany,357168,y,P,,NT,20
Brenthis daphne,DE,Germany,357168,y,P,,DD,1
Brenthis ino,DE,Germany,357168,y,P,,LC,1
Brintesia circe,DE,Germany,357168,y,P,,VU,30
Callophrys rubi,DE,Germany,357168,y,P,,NT,20
Carcharodus alceae,DE,Germany,357168,y,P,,LC,1
Carcharodus floccifera,DE,Germany,357168,y,P,,EN,50
Carcharodus lavatherae,DE,Germany,357168,y,P,,CR,80
Carterocephalus palaemon,DE,Germany,357168,y,P,,LC,1
Carterocephalus silvicola,DE,Germany,357168,y,P,,EN,50
Celastrina argiolus,DE,Germany,357168,y,P,,LC,1
Chazara briseis,DE,Germany,357168,y,P,,CR,80
Coenonympha arcania,DE,Germany,357168,y,P,,LC,1
Coenonympha gardetta,DE,Germany,357168,y,P,,R,20
Coenonympha glycerion,DE,Germany,357168,y,P,,NT,20
Coenonympha hero,DE,Germany,357168,y,P,,EN,50
Coenonympha oedippus,DE,Germany,357168,y,P,,CR,80
Coenonympha pamphilus,DE,Germany,357168,y,P,,LC,1
Coenonympha tullia,DE,Germany,357168,y,P,,EN,50
Colias alfacariensis,DE,Germany,357168,y,P,,LC,1
Colias crocea,DE,Germany,357168,y,M,,LC,1
Colias hyale,DE,Germany,357168,y,P,,LC,1
Colias myrmidone,DE,Germany,357168,y,Ex,,RE,100
Colias palaeno,DE,Germany,357168,y,P,,EN,50
Colias phicomone,DE,Germany,357168,y,P,,LC,1
Cupido argiades,DE,Germany,357168,y,P,,NT,20
Cupido minimus,DE,Germany,357168,y,P,,LC,1
Cupido osiris,DE,Germany,357168,y,Ex,,RE,100
Cyaniris semiargus,DE,Germany,357168,y,P,,LC,1
Erebia aethiops,DE,Germany,357168,y,P,,VU,30
Erebia epiphron,DE,Germany,357168,y,P,,R,20
Erebia eriphyle,DE,Germany,357168,y,P,,R,20
Erebia euryale,DE,Germany,357168,y,P,,LC,1
Erebia gorge,DE,Germany,357168,y,P,,R,20
Erebia ligea,DE,Germany,357168,y,P,,NT,20
Erebia manto,DE,Germany,357168,y,P,,R,20
Erebia medusa,DE,Germany,357168,y,P,,NT,20
Erebia melampus,DE,Germany,357168,y,P,,R,20
Erebia meolans,DE,Germany,357168,y,P,,VU,30
Erebia oeme,DE,Germany,357168,y,P,,LC,1
Erebia pandrose,DE,Germany,357168,y,P,,R,20
Erebia pharte,DE,Germany,357168,y,P,,LC,1
Erebia pluto,DE,Germany,357168,y,P,,R,20
Erebia pronoe,DE,Germany,357168,y,P,,NT,20
Erebia styx,DE,Germany,357168,y,P,,R,20
Erebia tyndarus,DE,Germany,357168,y,P,,R,20
Erynnis tages,DE,Germany,357168,y,P,,LC,1
Eumedonia eumedon,DE,Germany,357168,y,P,,VU,30
Euphydryas aurinia,DE,Germany,357168,y,P,,EN,50
Euphydryas cynthia,DE,Germany,357168,y,P,,R,20
Euphydryas maturna,DE,Germany,357168,y,P,,CR,80
Fabriciana adippe,DE,Germany,357168,y,P,,VU,30
Fabriciana niobe,DE,Germany,357168,y,P,,EN,50
Favonius quercus,DE,Germany,357168,y,P,,LC,1
Glaucopsyche alexis,DE,Germany,357168,y,P,,VU,30
Gonepteryx rhamni,DE,Germany,357168,y,P,,LC,1
Hamearis lucina,DE,Germany,357168,y,P,,VU,30
Hesperia comma,DE,Germany,357168,y,P,,VU,30
Heteropterus morpheus,DE,Germany,357168,y,P,,LC,1
Hipparchia fagi,DE,Germany,357168,y,P,,EN,50
Hipparchia hermione,DE,Germany,357168,y,P,,EN,50
Hipparchia semele,DE,Germany,357168,y,P,,VU,30
Hipparchia statilinus,DE,Germany,357168,y,P,,CR,80
Hyponephele lycaon,DE,Germany,357168,y,P,,EN,50
Iphiclides podalirius,DE,Germany,357168,y,P,,VU,30
Issoria lathonia,DE,Germany,357168,y,P,,LC,1
Lasiommata maera,DE,Germany,357168,y,P,,NT,20
Lasiommata megera,DE,Germany,357168,y,P,,LC,1
Lasiommata petropolitana,DE,Germany,357168,y,P,,VU,30
Leptidea juvernica,DE,Germany,357168,y,P,,DD,1
Leptidea sinapis,DE,Germany,357168,y,P,,DD,1
Limenitis camilla,DE,Germany,357168,y,P,,NT,20
Limenitis populi,DE,Germany,357168,y,P,,EN,50
Limenitis reducta,DE,Germany,357168,y,P,,CR,80
Lopinga achine,DE,Germany,357168,y,P,,EN,50
Lycaena alciphron,DE,Germany,357168,y,P,,EN,50
Lycaena dispar,DE,Germany,357168,y,P,,VU,30
Lycaena helle,DE,Germany,357168,y,P,,EN,50
Lycaena hippothoe,DE,Germany,357168,y,P,,VU,30
Lycaena phlaeas,DE,Germany,357168,y,P,,LC,1
Lycaena tityrus,DE,Germany,357168,y,P,,LC,1
Lycaena virgaureae,DE,Germany,357168,y,P,,NT,20
Lysandra bellargus,DE,Germany,357168,y,P,,VU,30
Lysandra coridon,DE,Germany,357168,y,P,,LC,1
Maniola jurtina,DE,Germany,357168,y,P,,LC,1
Melanargia galathea,DE,Germany,357168,y,P,,LC,1
Melitaea athalia,DE,Germany,357168,y,P,,VU,30
Melitaea aurelia,DE,Germany,357168,y,P,,NT,20
Melitaea britomartis,DE,Germany,357168,y,P,,NT,20
Melitaea cinxia,DE,Germany,357168,y,P,,VU,30
Melitaea diamina,DE,Germany,357168,y,P,,VU,30
Melitaea didyma,DE,Germany,357168,y,P,,EN,50
Melitaea parthenoides,DE,Germany,357168,y,P,,EN,50
Melitaea phoebe,DE,Germany,357168,y,P,,EN,50
Minois dryas,DE,Germany,357168,y,P,,EN,50
Nymphalis antiopa,DE,Germany,357168,y,P,,NT,20
Nymphalis polychloros,DE,Germany,357168,y,P,,NT,20
Ochlodes sylvanus,DE,Germany,357168,y,P,,LC,1
Oeneis glacialis,DE,Germany,357168,y,P,,R,20
Papilio machaon,DE,Germany,357168,y,P,,LC,1
Pararge aegeria,DE,Germany,357168,y,P,,LC,1
Parnassius apollo,DE,Germany,357168,y,P,,EN,50
Parnassius mnemosyne,DE,Germany,357168,y,P,,EN,50
Parnassius phoebus,DE,Germany,357168,y,P,,DD,1
Phengaris alcon,DE,Germany,357168,y,P,,EN,50
Phengaris arion,DE,Germany,357168,y,P,,VU,30
Phengaris nausithous,DE,Germany,357168,y,P,,NT,20
Phengaris teleius,DE,Germany,357168,y,P,,EN,50
Pieris brassicae,DE,Germany,357168,y,P,,LC,1
Pieris bryoniae,DE,Germany,357168,y,P,,LC,1
Pieris mannii,DE,Germany,357168,y,P,,NE,1
Pieris napi,DE,Germany,357168,y,P,,LC,1
Pieris rapae,DE,Germany,357168,y,P,,LC,1
Plebejus argus,DE,Germany,357168,y,P,,LC,1
Plebejus argyrognomon,DE,Germany,357168,y,P,,LC,1
Plebejus idas,DE,Germany,357168,y,P,,VU,30
Polygonia c-album,DE,Germany,357168,y,P,,LC,1
Polyommatus amandus,DE,Germany,357168,y,P,,LC,1
Polyommatus damon,DE,Germany,357168,y,P,,CR,80
Polyommatus daphnis,DE,Germany,357168,y,P,,VU,30
Polyommatus dorylas,DE,Germany,357168,y,P,,EN,50
Polyommatus eros,DE,Germany,357168,y,P,,R,20
Polyommatus icarus,DE,Germany,357168,y,P,,LC,1
Polyommatus thersites,DE,Germany,357168,y,P,,VU,30
Pontia callidice,DE,Germany,357168,y,P,,R,20
Pontia edusa,DE,Germany,357168,y,P,,LC,1
Pseudophilotes baton,DE,Germany,357168,y,P,,EN,50
Pseudophilotes vicrama,DE,Germany,357168,y,P,,CR,80
Pyrgus alveus,DE,Germany,357168,y,P,,EN,50
Pyrgus andromedae,DE,Germany,357168,y,P,,R,20
Pyrgus armoricanus,DE,Germany,357168,y,P,,VU,30
Pyrgus cacaliae,DE,Germany,357168,y,P,,R,20
Pyrgus carthami,DE,Germany,357168,y,P,,EN,50
Pyrgus cirsii,DE,Germany,357168,y,P,,CR,80
Pyrgus malvae,DE,Germany,357168,y,P,,NT,20
Pyrgus malvoides,DE,Germany,357168,y,P,,R,20
Pyrgus onopordi,DE,Germany,357168,y,Ex,,RE,100
Pyrgus serratulae,DE,Germany,357168,y,P,,EN,50
Pyrgus warrenensis,DE,Germany,357168,y,P,,R,20
Pyronia tithonus,DE,Germany,357168,y,P,,LC,1
Satyrium acaciae,DE,Germany,357168,y,P,,NT,20
Satyrium ilicis,DE,Germany,357168,y,P,,EN,50
Satyrium pruni,DE,Germany,357168,y,P,,LC,1
Satyrium spini,DE,Germany,357168,y,P,,VU,30
Satyrium w-album,DE,Germany,357168,y,P,,LC,1
Scolitantides orion,DE,Germany,357168,y,P,,EN,50
Speyeria aglaja,DE,Germany,357168,y,P,,NT,20
Spialia sertorius,DE,Germany,357168,y,P,,LC,1
Thecla betulae,DE,Germany,357168,y,P,,LC,1
Thymelicus acteon,DE,Germany,357168,y,P,,VU,30
Thymelicus lineola,DE,Germany,357168,y,P,,LC,1
Thymelicus sylvestris,DE,Germany,357168,y,P,,LC,1
Vanessa atalanta,DE,Germany,357168,y,M,,LC,1
Vanessa cardui,DE,Germany,357168,y,M,,LC,1
Aglais io,DK,Denmark,44493,y,P,,LC,1
Aglais urticae,DK,Denmark,44493,y,P,,LC,1
Agriades optilete,DK,Denmark,44493,y,P,,NT,20
Anthocharis cardamines,DK,Denmark,44493,y,P,,LC,1
Apatura ilia,DK,Denmark,44493,y,P,,NtA,
Apatura iris,DK,Denmark,44493,y,P,,LC,1
Aphantopus hyperantus,DK,Denmark,44493,y,P,,LC,1
Aporia crataegi,DK,Denmark,44493,y,P,,LC,1
Araschnia levana,DK,Denmark,44493,y,P,,LC,1
Argynnis paphia,DK,Denmark,44493,y,P,,EN,50
Aricia agestis,DK,Denmark,44493,y,P,,LC,1
Aricia artaxerxes,DK,Denmark,44493,y,P,,CR,80
Boloria aquilonaris,DK,Denmark,44493,y,P,,EN,50
Boloria dia,DK,Denmark,44493,y,Ex,,NE,1
Boloria euphrosyne,DK,Denmark,44493,y,P,,CR,80
Boloria selene,DK,Denmark,44493,y,P,,LC,1
Brenthis ino,DK,Denmark,44493,y,P,,VU,30
Callophrys rubi,DK,Denmark,44493,y,P,,LC,1
Carterocephalus silvicola,DK,Denmark,44493,y,P,,EN,50
Celastrina argiolus,DK,Denmark,44493,y,P,,LC,1
Coenonympha arcania,DK,Denmark,44493,y,Ex,,RE,100
Coenonympha hero,DK,Denmark,44493,y,Ex,,RE,100
Coenonympha pamphilus,DK,Denmark,44493,y,P,,LC,1
Coenonympha tullia,DK,Denmark,44493,y,P,,EN,50
Colias crocea,DK,Denmark,44493,y,M,,NtA,
Colias hyale,DK,Denmark,44493,y,M,,LC,1
Cupido minimus,DK,Denmark,44493,y,P,,LC,1
Cyaniris semiargus,DK,Denmark,44493,y,P,,VU,30
Erynnis tages,DK,Denmark,44493,y,P,,EN,50
Euphydryas aurinia,DK,Denmark,44493,y,P,,CR,80
Euphydryas maturna,DK,Denmark,44493,y,Ex,,NE,1
Fabriciana adippe,DK,Denmark,44493,y,P,,EN,50
Fabriciana niobe,DK,Denmark,44493,y,P,,VU,30
Favonius quercus,DK,Denmark,44493,y,P,,LC,1
Gonepteryx rhamni,DK,Denmark,44493,y,P,,LC,1
Hamearis lucina,DK,Denmark,44493,y,Ex,,RE,100
Hesperia comma,DK,Denmark,44493,y,P,,EN,50
Heteropterus morpheus,DK,Denmark,44493,y,P,,NtA,
Hipparchia semele,DK,Denmark,44493,y,P,,LC,1
Issoria lathonia,DK,Denmark,44493,y,P,,LC,1
Lasiommata megera,DK,Denmark,44493,y,P,,LC,1
Leptidea juvernica,DK,Denmark,44493,y,Ex,,CR,80
Leptidea sinapis,DK,Denmark,44493,y,Ex,,RE,100
Limenitis camilla,DK,Denmark,44493,y,P,,NT,20
Limenitis populi,DK,Denmark,44493,y,Ex,,RE,100
Lycaena dispar,DK,Denmark,44493,y,Ex,,RE,100
Lycaena hippothoe,DK,Denmark,44493,y,P,,VU,30
Lycaena phlaeas,DK,Denmark,44493,y,P,,LC,1
Lycaena tityrus,DK,Denmark,44493,y,P,,VU,30
Lycaena virgaureae,DK,Denmark,44493,y,P,,NT,20
Maniola jurtina,DK,Denmark,44493,y,P,,LC,1
Melitaea athalia,DK,Denmark,44493,y,P,,EN,50
Melitaea cinxia,DK,Denmark,44493,y,P,,VU,30
Melitaea diamina,DK,Denmark,44493,y,Ex,,RE,100
