taxonID,vernacularName,language
eurobutt-checklist:taxon:d8ab3cbe3ca68b25e96fe57c00bdc09f,Spanish Marbled White,en
eurobutt-checklist:taxon:1be7f0f8773a7f86832f8b8c7e8a0dda,Iberian Marbled White,en
eurobutt-checklist:taxon:367fbafbb7af132a72ed1851cb300d6b,Balkan Marbled White,en
eurobutt-checklist:taxon:cc2e54713aed38c99d71298c4803105e,Western Marbled White,en
eurobutt-checklist:taxon:3991d3cf0441379b28463e9046933bad,Sicilian Marbled White,en
eurobutt-checklist:taxon:972d048d599ef500830186a3e5621d3a,Esper's Marbled White,en
eurobutt-checklist:taxon:57f57fe36eb78671be6002125757f7f5,Aetherie Fritillary,en
eurobutt-checklist:taxon:9f4621659fdd31add62a1e82016ad068,Freyer's Fritillary,en
eurobutt-checklist:taxon:a57e953867337150ac3be12a6ecbed50,Little Fritillary,en
eurobutt-checklist:taxon:e4156e6037cd2300c6dacbe668050859,Heath Fritillary,en
eurobutt-checklist:taxon:b93e9f72db5b599fc581c1df195ca02e,Nickerl's Fritillary,en
eurobutt-checklist:taxon:5344f716c7d2de2e029ce26bb423a09e,Assmann's Fritillary,en
eurobutt-checklist:taxon:d48c9a283fffa658739cef3a3fe1057a,Oberthür's Fritillary,en
eurobutt-checklist:taxon:17e58c5f0e9ebb5edf58dad0fcedd67d,Glanville Fritillary,en
eurobutt-checklist:taxon:c9792b41ea1293569e51c26f4a601bec,Provençal Fritillary,en
eurobutt-checklist:taxon:27c4617cb4725d4d50d4543b7dc26004,False Heath Fritillary,en
eurobutt-checklist:taxon:96a4c0b14324e7e03f85aed830efc661,Spotted Fritillary,en
eurobutt-checklist:taxon:d821cfdd3f8bb3cfbe6e3003b325bc9e,Eastern Knapweed Fritillary,en
eurobutt-checklist:taxon:7ff3ce5bdb6de1a0f6055ba679d5190e,Meadow Fritillary,en
eurobutt-checklist:taxon:2de22f70878fd27446ae29d8720b1218,Knapweed Fritillary,en
eurobutt-checklist:taxon:94977b826875dde2898d8e7f89ca4e75,Lesser Spotted Fritillary,en
eurobutt-checklist:taxon:f275802b9ee90c8c7c0fe0d93d1039dd,Grisons Fritillary,en
eurobutt-checklist:taxon:9071b638921ba90eef5369198e9e9d60,Dryad,en
eurobutt-checklist:taxon:1e04a07eb2c2a6390126e1053f01b4bf,Spinose Skipper,en
eurobutt-checklist:taxon:d0058b864ad70002c827980845e0ff19,Sage Skipper,en
eurobutt-checklist:taxon:ed6fe62e053a90521156de5a2ba472a3,Tesselated Skipper,en
eurobutt-checklist:taxon:d4e3a25e1c2af02be34b051429dfd7f5,Pontic Blue,en
eurobutt-checklist:taxon:bcad902f49a1529129f6385220c42ecb,Hungarian Glider,en
eurobutt-checklist:taxon:1107489eb1df57c6150ddcb8fce1161c,Common Glider,en
eurobutt-checklist:taxon:7a4ba52084fdeba5e21a31f5308c8cd7,Camberwell Beauty,en
eurobutt-checklist:taxon:61e0a923f3cd3dc51245f861e58c8274,Large Tortoiseshell,en
eurobutt-checklist:taxon:925451d4abd480d44bab83a62de7b0e9,False Comma,en
eurobutt-checklist:taxon:18ad7ddd0d297dbe969cbda5b0e526a2,Yellow-legged Tortoiseshell,en
eurobutt-checklist:taxon:9acfd2b1e724f0b1437e0b580942d726,Large Skipper,en
eurobutt-checklist:taxon:94898d92201ac2ee997a4f38e6dea486,Arctic Grayling,en
eurobutt-checklist:taxon:20bf1340e5c6d8db41e96e7bde12e4b2,Alpine Grayling,en
eurobutt-checklist:taxon:d3c99b28270218b38c008fb4f09d5393,Baltic Grayling,en
eurobutt-checklist:taxon:999c3911b80e23f48df0260b81b64e4b,Melissa Arctic,en
eurobutt-checklist:taxon:7217d51fba7f0e12c7b360e5c0a88d94,Norse Grayling,en
eurobutt-checklist:taxon:a657ce011a7959efe36da0793d072761,Polixenes arctic,en
eurobutt-checklist:taxon:1ebf8618a5b1edd74ee7c39de54d9873,Southern Swallowtail,en
eurobutt-checklist:taxon:ff51b8afda3c84f33d437a76b07c25f1,Corsican Swallowtail,en
eurobutt-checklist:taxon:b15021538a9e92f35f92744882f86dc8,Swallowtail,en
eurobutt-checklist:taxon:a28f5e37584358c8a5f8291828e63ad0,Speckled Wood,en
eurobutt-checklist:taxon:7a3efb7210a6518965dfcf0f45374c5c,Madeiran Speckled Wood,en
eurobutt-checklist:taxon:456df73a5144d61c4c41981bf3d60950,Canary Speckled Wood,en
eurobutt-checklist:taxon:c2d240b7b7defd4464c6b2cd20af81ad,Apollo,en
eurobutt-checklist:taxon:96a205ff848ae8c6d8e65373b968515d,Clouded Apollo,en
eurobutt-checklist:taxon:4330b616b84a39a61c2b9ea6a2deec1d,Small Apollo,en
eurobutt-checklist:taxon:b8372a07f31d646cab4ca7ef9a8cc52b,Millet Skipper,en
eurobutt-checklist:taxon:3514ac9d4b6c2c34a9941c84f8976b95,Alcon Blue,en
eurobutt-checklist:taxon:61694ef6eddd90ca574136489f89cafc,Large Blue,en
eurobutt-checklist:taxon:0d18ff2eb0ebe7ff750fc02845bde960,Dusky Large Blue,en
eurobutt-checklist:taxon:12188b1553aece1a4a7266967ad0fff6,Scarce Large Blue,en
eurobutt-checklist:taxon:8eea333645af02a2bd1ab8a7a0210e8c,Balkan Green-veined White,en
eurobutt-checklist:taxon:0f7645f1b3de96777aa558246373a4d2,Large White,en
eurobutt-checklist:taxon:a14a4ece7e25d73eb6f4553734114934,Mountain Green-veined White,en
eurobutt-checklist:taxon:cd3e4848eb133869e8bcdf24cf175160,Canary Islands Large White,en
eurobutt-checklist:taxon:e6589db014e37eb652f601da4c11b19c,Mountain Small White,en
eurobutt-checklist:taxon:e05a4333c3dc47a55d0c017d17db0601,Krueper's Small White,en
eurobutt-checklist:taxon:913b472525f6c9caf7762f7debe29ca3,Southern Small White,en
eurobutt-checklist:taxon:432d3a671872ca37aff6f414590cb44e,Green-veined White,en
eurobutt-checklist:taxon:1a35102f4838db1ca2d6b7c83cc45954,Small White,en
eurobutt-checklist:taxon:9f878acc5874e8dceeb231cd28baef12,Madeiran Large White,en
eurobutt-checklist:taxon:42b4843b1146f685542ff9933d4d33f0,Loew's Blue,en
eurobutt-checklist:taxon:a79700f8e51941c3c1e1a2c2dee7514a,Silver-studded Blue,en
eurobutt-checklist:taxon:c8cb32b8fb95eec0b21016972abef698,Reverdin's Blue,en
eurobutt-checklist:taxon:e0f3ba14c5de1c51c7069e2c6ddf1edc,Bellier's Blue,en
eurobutt-checklist:taxon:98487d0a47960ad00b5f3a742281aa91,Idas Blue,en
eurobutt-checklist:taxon:87758b6759abeeabb6c823a59ac546e1,Comma,en
eurobutt-checklist:taxon:7cae22d4965057f1522abe468934916b,Southern Comma,en
eurobutt-checklist:taxon:1767e648c84e8d26b72079a003a3cb51,Anomalous Blue,en
eurobutt-checklist:taxon:7d6bf0e66dedae9002236624635ddc6e,Amanda's Blue,en
eurobutt-checklist:taxon:6722ac7618b4ce30b8aaa0bb4e4c8ded,Grecian Anomalous Blue,en
eurobutt-checklist:taxon:c68a82238a66d52fd1538388d6a6b516,Austaut's Blue,en
eurobutt-checklist:taxon:16f7a4e3425f82458faad02f79cb9283,Damon Blue,en
eurobutt-checklist:taxon:776ef137bfb81d8b69c8587bf54f2b50,Crimean Blue,en
eurobutt-checklist:taxon:600335a3b8a02db044b8f8e083936899,Meleager's Blue,en
eurobutt-checklist:taxon:e4c306e139d2dca74ab82348976e5020,Furry Blue,en
eurobutt-checklist:taxon:c66d9de29bc21507f72fee3989e818b7,Turqouise Blue,en
eurobutt-checklist:taxon:c40ba2d274167336c23904c40357b781,Eros Blue,en
eurobutt-checklist:taxon:ea17e905f23e72cc67369d7a2c5327a3,Escher's Blue,en
eurobutt-checklist:taxon:7d1a9dedbc46906264037876422d29a1,Oberthür's Anomalous Blue,en
eurobutt-checklist:taxon:58b50fb055a0489fdca896198dda78ed,Catalonian Furry Blue,en
eurobutt-checklist:taxon:72bcb75962410b7bd95670fa21ef5a05,Nevada Blue,en
eurobutt-checklist:taxon:ef7d04ffa1e961bf7adbc03597de1614,Piedmont Anomalous Blue,en
eurobutt-checklist:taxon:1453f459ae7c14cbeca31be251558190,Common Blue,en
eurobutt-checklist:taxon:bd6d6b00a8831cf8be48fcb35b7e43c1,Chelmos Blue,en
eurobutt-checklist:taxon:9f4253fd6a6ef3b7bede441fbc9f2d87,Higgins' Anomalous Blue,en
eurobutt-checklist:taxon:51721eadaf3ca01883f7795be997166f,Mother-of-pearl Blue,en
eurobutt-checklist:taxon:6484c26271c97ea23675a246967a6bb0,Kolev's Anomalous Blue,en
eurobutt-checklist:taxon:f7161ed86b743cf385739b5821a14e41,Ripart's Anomalous Blue,en
eurobutt-checklist:taxon:eb9d4ce42c8e75a30a4bb601dde07d0e,Chapman's Blue,en
eurobutt-checklist:taxon:cc0e49629120ce05f3bc7a1b89b9c096,Andalusian Anomalous Blue,en
eurobutt-checklist:taxon:6f18b115bfc009704af82906abc43b77,Peak White,en
eurobutt-checklist:taxon:cc5de81a1887382ca64e706d9365465e,Small Bath White,en
eurobutt-checklist:taxon:41fe87fb17246df90582d7f805a53a76,Bath White,en
eurobutt-checklist:taxon:edee0ad7d8fcd9814152a8de342a61a6,Eastern Bath White,en
eurobutt-checklist:taxon:73e4dbceaf65881ded1fb0a276e23c75,Dalmatian Ringlet,en
eurobutt-checklist:taxon:db0f064abf1cb205917c91ba7e0c2bbf,Brown's Grayling,en
eurobutt-checklist:taxon:6e13e1e187026ab84fcad546d48684ce,White-banded Grayling,en
eurobutt-checklist:taxon:26d2b7556934659886a8581d2763a419,Macedonian Grayling,en
eurobutt-checklist:taxon:8b59bbfa683103c15cffc05930abc013,Gray Asian Grayling,en
eurobutt-checklist:taxon:477d7d3591c120562e8ffbdd7c6a1aa2,Grecian Grayling,en
eurobutt-checklist:taxon:c18615f7663efd8ac3a1608df84eee45,Nevada Grayling,en
eurobutt-checklist:taxon:2204604c2acc8d44f4451fd602d3a654,Dils' Grayling,en
eurobutt-checklist:taxon:3c4d5497cd0ec3116a8a8476e6a3197e,Dark Grayling,en
eurobutt-checklist:taxon:6868878c4d3d94903c061d9f2d99909a,False Baton Blue,en
eurobutt-checklist:taxon:235cb45e96d05c8695cf1c00f1311d17,Sardinian Blue,en
eurobutt-checklist:taxon:9d21b488ae62d8ab443e85ac41fdccff,Baton Blue,en
eurobutt-checklist:taxon:022fa64e81828144746f4386c4ed4098,Bavius Blue,en
eurobutt-checklist:taxon:5a5e0fecee3f3db5a3aab17cf5f16f09,Panoptes Blue,en
eurobutt-checklist:taxon:a83fb17754c84d618bc88aaa60afff99,Eastern Baton Blue,en
eurobutt-checklist:taxon:a168f6324736bb354ba64ae059c4cd27,Large Grizzled Skipper,en
eurobutt-checklist:taxon:4c11f03f10a38bb741ef98b718645ae1,Alpine Grizzled Skipper,en
eurobutt-checklist:taxon:01d0e63a335769975e4cb95a1ad2302e,Oberthür's Grizzled Skipper,en
eurobutt-checklist:taxon:502dafb968fed420a22386d23250355a,Dusky Grizzled Skipper,en
eurobutt-checklist:taxon:eed656f34187c52cfc4fd46880e611be,Carline Skipper,en
eurobutt-checklist:taxon:dd66f764213e552a5bcc22c54e95e3bb,Safflower Skipper,en
eurobutt-checklist:taxon:e3505e45eabd85ffff6499967edc3d2c,Northern Grizzled Skipper,en
eurobutt-checklist:taxon:5adc8979bebb7419405d4bd2a2f4cc33,Sandy Grizzled Skipper,en
eurobutt-checklist:taxon:6a3f9a073f3e986c20cc271376d75c91,Cinquefoil Skipper,en
eurobutt-checklist:taxon:a06359d5054553439b2038a6eefa4a08,Foulquier's Grizzled Skipper,en
eurobutt-checklist:taxon:9b19dc6f9ea48666a47dc5d419919197,Grizzled Skipper,en
eurobutt-checklist:taxon:cc764043ce497f9714049b1d05376f94,Southern Grizzled Skipper,en
eurobutt-checklist:taxon:4575689fedfda14afd899e6030dd6ce5,Rosy Grizzled Skipper,en
eurobutt-checklist:taxon:062876ece9b5c7eb6c80733a2c00541d,Olive Skipper,en
eurobutt-checklist:taxon:3d6bd4591899732fb0e8e8e56ee08155,Yellow-banded Skipper,en
eurobutt-checklist:taxon:594102952f333a04dbb8ce6fbab480c1,Warren's Skipper,en
eurobutt-checklist:taxon:9807eb6e01700b7d98699b70453746dc,Spanish Gatekeeper,en
eurobutt-checklist:taxon:d3aa2ce7a90dc76676f7ab8e7c02da3f,Southern Gatekeeper,en
eurobutt-checklist:taxon:a1b3ebf04424c15ea8fd82afbe88a04d,Gatekeeper,en
eurobutt-checklist:taxon:ca52be43d693c2d48f038c505818ec6d,Sloe Hairstreak,en
eurobutt-checklist:taxon:d74c47130c44f23e243c2c7821759d80,False Ilex Hairstreak,en
eurobutt-checklist:taxon:9fcb16982b7493f702f97571977cde82,Ilex Hairstreak,en
eurobutt-checklist:taxon:3f9b489dfbcce49536a134f9e7efd887,Orange-banded Hairstreak,en
eurobutt-checklist:taxon:15fb7d16640d99dfc170cd070797e12c,Black Hairstreak,en
eurobutt-checklist:taxon:cab13355f3eefcee05b03581dacc36f9,Blue-spot Hairstreak,en
eurobutt-checklist:taxon:3714e38de8729c2814172a0cbd60ed1c,White-letter Hairstreak,en
eurobutt-checklist:taxon:c28b8bcd791d896d25219d635e5d434b,Black Satyr,en
eurobutt-checklist:taxon:32e7aa052a78e4230e9709d70d8763db,Great Sooty Satyr,en
eurobutt-checklist:taxon:b8175b3ef9787391377bd4ef1f866ced,Crimean Sooty Satyr,en
eurobutt-checklist:taxon:afc34878692cb4e8ce93a4c606513881,Checkered Blue,en
eurobutt-checklist:taxon:7378a070112c8a7c99e034802e9dd2be,Dark Green Fritillary,en
eurobutt-checklist:taxon:f087ec0ab159007a9ad676b6adc24af0,Hungarian Skipper,en
eurobutt-checklist:taxon:acf9a94af28f0ab2cbf84629f868131c,Persian Skipper,en
eurobutt-checklist:taxon:d17a5a87d2e8f245ebe29b1cd9bc6d85,Red-underwing Skipper,en
eurobutt-checklist:taxon:bb18ec5eddc4a1115f622eddadcaf03c,Corsican Red-underwing Skipper,en
eurobutt-checklist:taxon:c8efc4c3a4c58ff04a1f1b3e6c79d7f3,Little Tiger Blue,en
eurobutt-checklist:taxon:29508697ae3b772edae7047a96f57d29,Common Tiger Blue,en
eurobutt-checklist:taxon:d35fa06643fa92115021d889f4166b5a,Brown Hairstreak,en
eurobutt-checklist:taxon:1e5a990ca8507ca8e77d9557959e4626,Lulworth Skipper,en
eurobutt-checklist:taxon:137a0bf8421783eeefd4950395c1ed02,Canarian Skipper,en
eurobutt-checklist:taxon:52f3d7b283b441835bde257c843bc06f,Levantine Skipper,en
eurobutt-checklist:taxon:da9a085f75247815d955a8473b0502e1,Essex Skipper,en
eurobutt-checklist:taxon:dc2b81460b7d9b4229e9baa6ee0c099b,Small Skipper,en
eurobutt-checklist:taxon:64ea13e7606f5e912739d22f72ea9007,Provence Hairstreak,en
eurobutt-checklist:taxon:83a82467dec48bbb95d5a4dee7701c72,Caucasian Vernal Copper,en
eurobutt-checklist:taxon:64f6e9c6a8f4c147e5c0c88d0c27650d,Nogel's Hairstreak,en
eurobutt-checklist:taxon:2896725d078d99cdea60d85bcb447915,Odd-spot Blue,en
eurobutt-checklist:taxon:28d1dd087442aa7dbc71a19023cf98ed,Red Admiral,en
eurobutt-checklist:taxon:f5f5f8695854ea72afb3fb0527da57a8,Painted Lady,en
eurobutt-checklist:taxon:177ee2600cf35af8b6f6919ce13cdbc9,American Painted Lady,en
eurobutt-checklist:taxon:4fae99015858d7d87bab0456cb357a13,Canary Red Admiral,en
eurobutt-checklist:taxon:093cd5b02b8ca9bb210727b5ea973c75,African Ringlet,en
eurobutt-checklist:taxon:1076e6e7d15057279d7a1ac492bcbbae,Sooty Orange-tip,en
eurobutt-checklist:taxon:4ffb2b8846260495a6fec56eb4f68c51,Eversmann's Sooty Orange-tip,en
eurobutt-checklist:taxon:76cabe31093904bebabbb01961f0cd77,Italian Festoon,en
eurobutt-checklist:taxon:f8f7cd0af7a52875eeed560e563dbfee,Caucasian Festoon,en
eurobutt-checklist:taxon:2f017628f378f6475a3c14e8cf560bfa,Eastern Festoon,en
eurobutt-checklist:taxon:844d1046896eee9b0c80edb923419669,Cretan Festoon,en
eurobutt-checklist:taxon:2ab0f637a5af65b09535f62424f07f2f,Southern Festoon,en
eurobutt-checklist:taxon:e9d4cbfeb6d899e77670fe650b631f3d,Spanish Festoon,en
eurobutt-checklist:taxon:a3372f00ef226cc0fb4f93ab1af2b1e6,Dark Grass Blue,en
eurobutt-checklist:taxon:0cb85c6bba008904d664b00e5c8ecf3a,African Grass Blue,en
