scientific_name_regional,scientific_name,region_code,rlc,status,endemic,comments,use
Boloria titania,Boloria titania,FI,EN,P,,,y
Boloria titania,Boloria titania,FR,LC,P,,,y
Boloria titania,Boloria titania,HR,DD,P,,,y
Boloria titania,Boloria titania,IT,LC,P,,,y
Clossiana titania,Boloria titania,LI,NRLA,P,,,y
Boloria titania,Boloria titania,LV,NRLA,P,,,y
Boloria titania,Boloria titania,ME,NRLA,P,,,y
Boloria titania,Boloria titania,PL,RE,Ex,,,y
Boloria titania,Boloria titania,RO,CR,P,,,y
Boloria titania,Boloria titania,RS,NT,P,,NT,y
Clossiana titania,Boloria titania,RU,NRLA,P,,,y
Boloria titania,Boloria titania,SI,LC,P,,,y
Boloria titania,Boloria titania,SK,NE,A,,Probably misidentifications,n
Boloria titania,Boloria titania,UA,RE,Ex,,,y
Boloria tritonia,Boloria tritonia,EU27,NtA,P,,,n
Boloria tritonia,Boloria tritonia,EUR,NtA,P,,,n
Boloria tritonia,Boloria tritonia,RU,NRLA,P,,,y
Borbo borbonica,Borbo borbonica,ES,NE,P,,,y
Borbo borbonica,Borbo borbonica,EU27,NtA,P,,,n
Borbo borbonica,Borbo borbonica,EUR,NtA,P,,,n
Brenthis daphne,Brenthis daphne,AD,NT,P,,,y
Brenthis daphne,Brenthis daphne,AL,Unknown,P,,,y
Brenthis daphne,Brenthis daphne,AT,LC,P,,,y
Boloria daphne,Brenthis daphne,BA,LC,P,,,y
Brenthis daphne,Brenthis daphne,BE,NE,P,,Cuvelier & Spruytte (2011),y
Brenthis daphne,Brenthis daphne,BG,LC,P,,,y
Brenthis daphne,Brenthis daphne,BY,DD,P,,Addition Rudi Verovnik; Red List Category added by Anatolij Kulak,y
Brenthis daphne,Brenthis daphne,CH,LC,P,,,y
Brenthis daphne,Brenthis daphne,CZ,NE,P,,,y
Brenthis daphne,Brenthis daphne,DE,DD,P,,,y
Brenthis daphne,Brenthis daphne,ES,NE,P,,,y
Brenthis daphne,Brenthis daphne,EU27,LC,P,,,y
Brenthis daphne,Brenthis daphne,EUR,LC,P,,,y
Brenthis daphne,Brenthis daphne,FR,LC,P,,,y
Brenthis daphne,Brenthis daphne,GR,LC,P,,,y
Brenthis daphne,Brenthis daphne,HR,LC,P,,,y
Brenthis daphne,Brenthis daphne,HU,LC,P,,,y
Brenthis daphne,Brenthis daphne,IT,LC,P,,,y
Brenthis daphne,Brenthis daphne,LT,LC,P,,,y
Brenthis daphne,Brenthis daphne,LU,LC,P,,,y
Brenthis daphne,Brenthis daphne,LV,NRLA,P,,,y
Brenthis daphne,Brenthis daphne,MD,NRLA,P,,Addition Rudi Verovnik,y
Brenthis daphne,Brenthis daphne,ME,NRLA,P,,,y
Brenthis daphne,Brenthis daphne,MK,Unknown,P,,,y
Brenthis daphne,Brenthis daphne,NL,NE,I,,Posibly breeding; Cuvelier & Spruytte (2011),n
Brenthis daphne,Brenthis daphne,PL,VU,P,,Changed from LC to VU,y
Brenthis daphne,Brenthis daphne,PT,NRLA,P,,,y
Brenthis daphne,Brenthis daphne,RO,NT,P,,,y
Brenthis daphne,Brenthis daphne,RS,LC,P,,NT in 2003,y
Brenthis daphne,Brenthis daphne,RU,NRLA,P,,,y
Brenthis daphne,Brenthis daphne,SI,LC,P,,,y
Brenthis daphne,Brenthis daphne,SK,LC,P,,,y
Brenthis daphne,Brenthis daphne,UA,LC,P,,,y
Brenthis hecate,Brenthis hecate,AL,VU,P,,,y
Brenthis hecate,Brenthis hecate,AT,CR,P,,,y
Boloria hecate,Brenthis hecate,BA,LC,P,,,y
Brenthis hecate,Brenthis hecate,BG,LC,P,,,y
Brenthis hecate,Brenthis hecate,CZ,NT,P,,,y
Brenthis hecate,Brenthis hecate,ES,NE,P,,,y
Brenthis hecate,Brenthis hecate,EU27,LC,P,,,y
Brenthis hecate,Brenthis hecate,EUR,LC,P,,,y
Brenthis hecate,Brenthis hecate,FR,LC,P,,,y
Brenthis hecate,Brenthis hecate,GR,LC,P,,,y
Brenthis hecate,Brenthis hecate,HR,LC,P,,,y
Brenthis hecate,Brenthis hecate,HU,NT,P,,,y
Brenthis hecate,Brenthis hecate,IT,LC,P,,,y
Brenthis hecate,Brenthis hecate,LT,CR,P,,,y
Brenthis hecate,Brenthis hecate,ME,NRLA,P,,,y
Brenthis hecate,Brenthis hecate,MK,Unknown,P,,,y
Brenthis hecate,Brenthis hecate,PT,NRLA,P,,,y
Brenthis hecate,Brenthis hecate,RO,VU,P,,,y
Brenthis hecate,Brenthis hecate,RS,LC,P,,NT in 2003,y
Brenthis hecate,Brenthis hecate,RU,NRLA,P,,,y
Brenthis hecate,Brenthis hecate,SI,LC,P,,,y
Brenthis hecate,Brenthis hecate,SK,EN,P,,,y
Brenthis hecate,Brenthis hecate,UA,LC,P,,,y
Brenthis ino,Brenthis ino,AD,LC,P,,,y
Brenthis ino,Brenthis ino,AL,Unknown,P,,,y
Brenthis ino,Brenthis ino,AT,LC,P,,,y
Boloria ino,Brenthis ino,BA,NT,P,,,y
Brenthis ino,Brenthis ino,BE,LC,P,,,y
Brenthis ino,Brenthis ino,BG,LC,P,,,y
Brenthis ino,Brenthis ino,BY,Unknown,P,,,y
Brenthis ino,Brenthis ino,CH,NT,P,,,y
Brenthis ino,Brenthis ino,CZ,NE,P,,,y
Brenthis ino,Brenthis ino,DE,LC,P,,,y
Brenthis ino,Brenthis ino,DK,VU,P,,,y
Brenthis ino,Brenthis ino,EE,LC,P,,,y
Brenthis ino,Brenthis ino,ES,NE,P,,,y
Brenthis ino,Brenthis ino,EU27,LC,P,,,y
Brenthis ino,Brenthis ino,EUR,LC,P,,,y
Brenthis ino,Brenthis ino,FI,LC,P,,,y
Brenthis ino,Brenthis ino,FR,LC,P,,,y
Brenthis ino,Brenthis ino,HR,LC,P,,,y
Brenthis ino,Brenthis ino,HU,NT,P,,,y
Brenthis ino,Brenthis ino,IT,LC,P,,,y
Brenthis ino,Brenthis ino,LI,NRLA,P,,,y
Brenthis ino,Brenthis ino,LT,LC,P,,,y
Brenthis ino,Brenthis ino,LU,LC,P,,,y
Brenthis ino,Brenthis ino,LV,NRLA,P,,,y
Brenthis ino,Brenthis ino,MD,NRLA,P,,Addition Rudi Verovnik,y
Brenthis ino,Brenthis ino,ME,NRLA,P,,,y
Brenthis ino,Brenthis ino,MK,Unknown,P,,,y
Brenthis ino,Brenthis ino,NL,RE,Ex,,,y
Brenthis ino,Brenthis ino,NO,LC,P,,,y
Brenthis ino,Brenthis ino,PL,LC,P,,,y
Brenthis ino,Brenthis ino,PT,NRLA,P,,,y
Brenthis ino,Brenthis ino,RO,VU,P,,,y
Brenthis ino,Brenthis ino,RS,NT,P,,EN in 2003,y
Brenthis ino,Brenthis ino,RU,NRLA,P,,,y
Brenthis ino,Brenthis ino,SE,LC,P,,,y
Brenthis ino,Brenthis ino,SI,LC,P,,,y
Brenthis ino,Brenthis ino,SK,VU,P,,,y
Brenthis ino,Brenthis ino,UA,LC,P,,,y
Brintesia circe,Brintesia circe,AD,LC,P,,,y
Brintesia circe,Brintesia circe,AL,VU,P,,,y
Brintesia circe,Brintesia circe,AT,LC,P,,,y
Brintesia circe,Brintesia circe,BA,LC,P,,,y
Hipparchia circe,Brintesia circe,BG,LC,P,,,y
Brintesia circe,Brintesia circe,CH,NT,P,,,y
Brintesia circe,Brintesia circe,CZ,NE,P,,,y
Brintesia circe,Brintesia circe,DE,VU,P,,,y
Kanetisa circe,Brintesia circe,ES,NE,P,,,y
Brintesia circe,Brintesia circe,EU27,LC,P,,,y
Brintesia circe,Brintesia circe,EUR,LC,P,,,y
Brintesia circe,Brintesia circe,FR,LC,P,,,y
Brintesia circe,Brintesia circe,GR,LC,P,,,y
Brintesia circe,Brintesia circe,HR,LC,P,,,y
Brintesia circe,Brintesia circe,HU,LC,P,,,y
Kanetisa circe,Brintesia circe,IT,LC,P,,,y
Brintesia circe,Brintesia circe,LU,NtA,I,,,n
Brintesia circe,Brintesia circe,MD,NRLA,P,,Addition Rudi Verovnik,y
Brintesia circe,Brintesia circe,ME,NRLA,P,,,y
Brintesia circe,Brintesia circe,MK,Unknown,P,,,y
Brintesia circe,Brintesia circe,PL,LC/NE,I,,Occasional migrant,n
Brintesia circe,Brintesia circe,PT,NRLA,P,,,y
Brintesia circe,Brintesia circe,RO,NT,P,,,y
Brintesia circe,Brintesia circe,RS,LC,P,,VU in 2003,y
Brintesia circe,Brintesia circe,RU,NRLA,P,,,y
Brintesia circe,Brintesia circe,SI,LC,P,,,y
Brintesia circe,Brintesia circe,SK,LC,P,,,y
Brintesia circe,Brintesia circe,UA,NT,P,,,y
Cacyreus marshalli,Cacyreus marshalli,AD,DD,P,,,y
Cacyreus marshalli,Cacyreus marshalli,AL,Unknown,P,,,y
Cacyreus marshalli,Cacyreus marshalli,AT,DD,P(I),,Huemer (2013),n
Cacyreus marshalli,Cacyreus marshalli,BA,DD,P,,Koren & Kulijer (2016),y
Cacyreus marshalli,Cacyreus marshalli,BG,NE,P,,Langourov & Simov (2014); Kolev & Tsvetanov (2018 ),y
Cacyreus marshalli,Cacyreus marshalli,CH,NtA,P,,,y
Cacyreus marshalli,Cacyreus marshalli,CZ,LC,P(I),,,n
Cacyreus marshalli,Cacyreus marshalli,DE,NE,P(I),,,n
Cacyreus marshalli,Cacyreus marshalli,DK,NtA,P(I),,Introduced,n
Cacyreus marshalli,Cacyreus marshalli,ES,NE,P,,,y
Cacyreus marshalli,Cacyreus marshalli,EU27,NtA,P,,,y
Cacyreus marshalli,Cacyreus marshalli,EUR,NtA,P,,,y
Cacyreus marshalli,Cacyreus marshalli,FR,Unknown,P,,,y
Cacyreus marshalli,Cacyreus marshalli,GB,NtA,P(I),,Occasional migrant,n
Cacyreus marshalli,Cacyreus marshalli,GR,LC,P,,Status change from NtA to LC,y
Cacyreus marshalli,Cacyreus marshalli,HR,NtA,P,,,y
Cacyreus marshalli,Cacyreus marshalli,IT,NtA,P,,Addition Dirk Maes,y
Cacyreus marshalli,Cacyreus marshalli,MA_CA,NRLA,P,,,y
Cacyreus marshalli,Cacyreus marshalli,MA_CA_Fuerteventura,NRLA,P,,,
Cacyreus marshalli,Cacyreus marshalli,MA_CA_Gran Canaria,NRLA,P,,,
Cacyreus marshalli,Cacyreus marshalli,MA_CA_La Gomera,NRLA,P,,,
Cacyreus marshalli,Cacyreus marshalli,MA_CA_La Palma,NRLA,P,,,
Cacyreus marshalli,Cacyreus marshalli,MA_CA_Lanzarote,NRLA,P,,,
Cacyreus marshalli,Cacyreus marshalli,MA_CA_Tenerife,NRLA,P,,,
Cacyreus marshalli,Cacyreus marshalli,MA_MA,NRLA,A,,,n
Cacyreus marshalli,Cacyreus marshalli,ME,NRLA,P,,,y
Cacyreus marshalli,Cacyreus marshalli,MK,Unknown,P?,,Micevski & Micevski (2017),n
Cacyreus marshalli,Cacyreus marshalli,MT,NRLA,P,,Fenech (2007). First recorded in 2007 and now breeds locally.,y
Cacyreus marshalli,Cacyreus marshalli,NL,NE,P(I),,,n
Cacyreus marshalli,Cacyreus marshalli,PT,NRLA,P,,,y
Cacyreus marshalli,Cacyreus marshalli,SI,LC,P,,,y
Callophrys avis,Callophrys avis,ES,NE,P,,,y
Callophrys avis,Callophrys avis,EU27,LC,P,,,y
Callophrys avis,Callophrys avis,EUR,LC,P,,,y
Callophrys avis,Callophrys avis,FR,LC,P,,,y
Callophrys avis,Callophrys avis,IT,VU,P,,,y
Callophrys avis,Callophrys avis,PT,NRLA,P,,,y
Callophrys chalybeitincta,Callophrys chalybeitincta,EU27,NtA,P,,,n
Callophrys chalybeitincta,Callophrys chalybeitincta,EUR,NtA,P,,,n
Callophrys chalybeitincta,Callophrys chalybeitincta,RU,NRLA,P,,,y
Callophrys rubi,Callophrys rubi,AD,LC,P,,,y
Callophrys rubi,Callophrys rubi,AL,Unknown,P,,,y
Callophrys rubi,Callophrys rubi,AT,LC,P,,,y
Callophrys rubi,Callophrys rubi,BA,LC,P,,,y
Callophrys rubi,Callophrys rubi,BE,NT,P,,,y
Callophrys rubi,Callophrys rubi,BG,LC,P,,,y
Callophrys rubi,Callophrys rubi,BY,Unknown,P,,,y
Callophrys rubi,Callophrys rubi,CH,LC,P,,,y
Callophrys rubi,Callophrys rubi,CZ,NT,P,,,y
Callophrys rubi,Callophrys rubi,DE,NT,P,,,y
Callophrys rubi,Callophrys rubi,DK,LC,P,,,y
Callophrys rubi,Callophrys rubi,EE,LC,P,,,y
Callophrys rubi,Callophrys rubi,ES,NE,P,,,y
Callophrys rubi,Callophrys rubi,EU27,LC,P,,,y
Callophrys rubi,Callophrys rubi,EUR,LC,P,,,y
Callophrys rubi,Callophrys rubi,FI,LC,P,,,y
Callophrys rubi,Callophrys rubi,FR,LC,P,,,y
Callophrys rubi,Callophrys rubi,GB,LC,P,,,y
Callophrys rubi,Callophrys rubi,GR,LC,P,,,y
Callophrys rubi,Callophrys rubi,HR,LC,P,,,y
Callophrys rubi,Callophrys rubi,HU,LC,P,,,y
Callophrys rubi,Callophrys rubi,IE,LC,P,,,y
Callophrys rubi,Callophrys rubi,IT,LC,P,,,y
Callophrys rubi,Callophrys rubi,LI,NRLA,P,,,y
Callophrys rubi,Callophrys rubi,LT,LC,P,,,y
Callophrys rubi,Callophrys rubi,LU,NT,P,,,y
Callophrys rubi,Callophrys rubi,LV,NRLA,P,,,y
Callophrys rubi,Callophrys rubi,MD,NRLA,P,,,y
Callophrys rubi,Callophrys rubi,ME,NRLA,P,,,y
Callophrys rubi,Callophrys rubi,MK,Unknown,P,,,y
Callophrys rubi,Callophrys rubi,MT,NRLA,I,,Single record. Either a natural accidental (vagrant) occurrence or an unintentional import.,n
Callophrys rubi,Callophrys rubi,NL,LC,P,,,y
Callophrys rubi,Callophrys rubi,NO,LC,P,,,y
Callophrys rubi,Callophrys rubi,PL,LC,P,,,y
Callophrys rubi,Callophrys rubi,PT,NRLA,P,,,y
Callophrys rubi,Callophrys rubi,RO,LC,P,,,y
Callophrys rubi,Callophrys rubi,RS,LC,P,,,y
Callophrys rubi,Callophrys rubi,RU,NRLA,P,,,y
Callophrys rubi,Callophrys rubi,SE,LC,P,,,y
Callophrys rubi,Callophrys rubi,SI,LC,P,,,y
Callophrys rubi,Callophrys rubi,SK,LC,P,,,y
Callophrys rubi,Callophrys rubi,UA,LC,P,,,y
Callophrys suaveola,Callophrys suaveola,EU27,NtA,P,,,n
Callophrys suaveola,Callophrys suaveola,EUR,NtA,P,,,n
Callophrys suaveola,Callophrys suaveola,RU,NRLA,P,,,y
Carcharodus alceae,Carcharodus alceae,AD,LC,P,,,y
Carcharodus alceae,Carcharodus alceae,AL,VU,P,,,y
Carcharodus alceae,Carcharodus alceae,AT,NT,P,,,y
Carcharodus alceae,Carcharodus alceae,BA,LC,P,,,y
Carcharodus alceae,Carcharodus alceae,BE,LC,P,,,y
Carcharodus alceae,Carcharodus alceae,BG,LC,P,,,y
Carcharodus alceae,Carcharodus alceae,BY,Unknown,P,,,y
Carcharodus alceae,Carcharodus alceae,CH,NT,P,,,y
Carcharodus alceae,Carcharodus alceae,CY,NRLA,P,,,y
Carcharodus alceae,Carcharodus alceae,CZ,NT,P,,,y
Carcharodus alceae,Carcharodus alceae,DE,LC,P,,,y
Carcharodus alceae,Carcharodus alceae,ES,NE,P,,,y
Carcharodus alceae,Carcharodus alceae,EU27,LC,P,,,y
Carcharodus alceae,Carcharodus alceae,EUR,LC,P,,,y
Carcharodus alceae,Carcharodus alceae,FR,LC,P,,,y
Carcharodus alceae,Carcharodus alceae,GR,LC,P,,,y
Carcharodus alceae,Carcharodus alceae,HR,LC,P,,,y
Carcharodus alceae,Carcharodus alceae,HU,LC,P,,,y
Carcharodus alceae,Carcharodus alceae,IT,LC,P,,,y
Carcharodus alceae,Carcharodus alceae,LI,NRLA,P,,Added by Ulrich Hiermann,y
Carcharodus alceae,Carcharodus alceae,LT,DD,P,,,y
Carcharodus alceae,Carcharodus alceae,LU,LC,P,,,y
Carcharodus alceae,Carcharodus alceae,MD,NRLA,P,,,y
Carcharodus alceae,Carcharodus alceae,ME,NRLA,P,,,y
Carcharodus alceae,Carcharodus alceae,MK,Unknown,P,,,y
Carcharodus alceae,Carcharodus alceae,NL,NE,P,,,y
Carcharodus alceae,Carcharodus alceae,PL,LC,P,,,y
Carcharodus alceae,Carcharodus alceae,PT,NRLA,P,,,y
Carcharodus alceae,Carcharodus alceae,RO,LC,P,,,y
Carcharodus alceae,Carcharodus alceae,RS,LC,P,,,y
Carcharodus alceae,Carcharodus alceae,RU,NRLA,P,,,y
Carcharodus alceae,Carcharodus alceae,SI,VU,P,,,y
Carcharodus alceae,Carcharodus alceae,SK,LC,P,,,y
Carcharodus alceae,Carcharodus alceae,UA,LC,P,,,y
Carcharodus baeticus,Carcharodus baeticus,CH,RE,Ex,,,y
Carcharodus baeticus,Carcharodus baeticus,ES,NE,P,,,y
Carcharodus baeticus,Carcharodus baeticus,EU27,LC,P,,,y
Carcharodus baeticus,Carcharodus baeticus,EUR,LC,P,EUR,,y
Carcharodus baeticus,Carcharodus baeticus,FR,VU,P,,,y
Carcharodus baeticus,Carcharodus baeticus,IT,NT,P,,,y
Carcharodus baeticus,Carcharodus baeticus,PT,NRLA,P,,,y
Carcharodus floccifera,Carcharodus floccifera,AD,EN,P,,,y
Carcharodus floccifera,Carcharodus floccifera,AL,VU,P,,,y
Carcharodus floccifera,Carcharodus floccifera,AT,EN,P,,,y
Carcharodus floccifera,Carcharodus floccifera,BA,NT,P,,,y
Carcharodus floccifera,Carcharodus floccifera,BG,LC,P,,,y
Carcharodus flocciferus,Carcharodus floccifera,BY,LC,P,,Red List Category added by Anatolij Kulak,y
Carcharodus floccifera,Carcharodus floccifera,CH,EN,P,,,y
Carcharodus flocciferus,Carcharodus floccifera,CZ,RE,Ex,,,y
Carcharodus floccifera,Carcharodus floccifera,DE,EN,P,,,y
Carcharodus floccifera,Carcharodus floccifera,EE,NtA,P,,,y
Carcharodus flocciferus,Carcharodus floccifera,ES,NE,P,,,y
Carcharodus flocciferus,Carcharodus floccifera,EU27,LC,P,,,y
Carcharodus flocciferus,Carcharodus floccifera,EUR,NT,P,,,y
Carcharodus flocciferus,Carcharodus floccifera,FR,LC,P,,,y
Carcharodus flocciferus,Carcharodus floccifera,GR,LC,P,,,y
Carcharodus flocciferus,Carcharodus floccifera,HR,LC,P,,,y
Carcharodus floccifera,Carcharodus floccifera,HU,LC,P,,,y
Carcharodus flocciferus,Carcharodus floccifera,IT,LC,P,,,y
Carcharodus floccifera,Carcharodus floccifera,LT,LC,P,,,y
Carcharodus floccifera,Carcharodus floccifera,LV,NRLA,P,,,y
Carcharodus flocciferus,Carcharodus floccifera,MD,NRLA,P,,,y
Carcharodus floccifera,Carcharodus floccifera,ME,NRLA,P,,,y
Carcharodus floccifera,Carcharodus floccifera,MK,NT,P,,,y
Carcharodus floccifera,Carcharodus floccifera,PL,EN,P,,Changed from VU to EN,y
Carcharodus floccifera,Carcharodus floccifera,RO,NT,P,,,y
Carcharodus flocciferus,Carcharodus floccifera,RS,LC,P,,,y
Carcharodus flocciferus,Carcharodus floccifera,RU,NRLA,P,,,y
Carcharodus floccifera,Carcharodus floccifera,SI,EN,P,,,y
Carcharodus floccifera,Carcharodus floccifera,SK,EN,P,,,y
Carcharodus flocciferus,Carcharodus floccifera,UA,EN,P,,,y
Carcharodus lavatherae,Carcharodus lavatherae,AD,DD,P,,,y
Carcharodus lavatherae,Carcharodus lavatherae,AL,Unknown,P,,,y
Carcharodus lavatherae,Carcharodus lavatherae,AT,CR,P,,,y
Carcharodus lavatherae,Carcharodus lavatherae,BA,NT,P,,,y
Carcharodus lavatherae,Carcharodus lavatherae,BG,LC,P,,,y
Carcharodus lavatherae,Carcharodus lavatherae,CH,EN,P,,,y
Carcharodus lavatherae,Carcharodus lavatherae,CZ,NE,A,,,n
Carcharodus lavatherae,Carcharodus lavatherae,DE,CR,P,,,y
Carcharodus lavatherae,Carcharodus lavatherae,ES,NE,P,,,y
Carcharodus lavatherae,Carcharodus lavatherae,EU27,NT,P,,,y
Carcharodus lavatherae,Carcharodus lavatherae,EUR,NT,P,,,y
Carcharodus lavatherae,Carcharodus lavatherae,FR,NT,P,,,y
Carcharodus lavatherae,Carcharodus lavatherae,GR,LC,P,,,y
Carcharodus lavatherae,Carcharodus lavatherae,HR,LC,P,,,y
Carcharodus lavatherae,Carcharodus lavatherae,HU,RE,Ex,,,y
Carcharodus lavatherae,Carcharodus lavatherae,IT,LC,P,,,y
Carcharodus lavatherae,Carcharodus lavatherae,MD,NRLA,P,,,y
Carcharodus lavatherae,Carcharodus lavatherae,ME,NRLA,P,,,y
Carcharodus lavatherae,Carcharodus lavatherae,MK,VU,P,,,y
Carcharodus lavatherae,Carcharodus lavatherae,RO,VU,P,,,y
Carcharodus lavatherae,Carcharodus lavatherae,RS,NT,P,,LC in 2003,y
Carcharodus lavatherae,Carcharodus lavatherae,RU,NRLA,P,,,y
Carcharodus lavatherae,Carcharodus lavatherae,SI,EN,P,,,y
Carcharodus lavatherae,Carcharodus lavatherae,SK,RE,Ex,,,y
Carcharodus lavatherae,Carcharodus lavatherae,UA,EN,P,,,y
Carcharodus orientalis,Carcharodus orientalis,AL,Unknown,P,,,y
Carcharodus orientalis,Carcharodus orientalis,BA,DD,P,,Koren & Kulijer (2016),y
Carcharodus orientalis,Carcharodus orientalis,BG,LC,P,,,y
Carcharodus orientalis,Carcharodus orientalis,CZ,NE,A,,Introduced/Occasional migrant,n
Carcharodus orientalis,Carcharodus orientalis,EU27,LC,P,,,y
Carcharodus orientalis,Carcharodus orientalis,EUR,LC,P,,,y
Carcharodus orientalis,Carcharodus orientalis,GR,LC,P,,,y
Carcharodus orientalis,Carcharodus orientalis,HR,LC,P,,,y
Carcharodus orientalis,Carcharodus orientalis,HU,NRLA,A,,Deleted by Adam Korosi,n
Carcharodus orientalis,Carcharodus orientalis,ME,NRLA,P,,,y
Carcharodus orientalis,Carcharodus orientalis,MK,Unknown,P,,,y
Carcharodus orientalis,Carcharodus orientalis,RO,NT,P,,,y
Carcharodus orientalis,Carcharodus orientalis,RS,NT,P,,Unknown in 2003,y
Carcharodus orientalis,Carcharodus orientalis,RU,NRLA,P,,,y
Carcharodus orientalis,Carcharodus orientalis,SK,DD,A,,Absent according to Rudi Verovnik,n
Carcharodus orientalis,Carcharodus orientalis,UA,VU,P,,,y
Carcharodus stauderi,Carcharodus stauderi,EU27,NtA,P,,,n
Carcharodus stauderi,Carcharodus stauderi,EUR,NtA,P,,,n
Carcharodus stauderi,Carcharodus stauderi,GR,LC,P,,,y
Carcharodus tripolinus,Carcharodus tripolinus,ES,NE,P,,,y
Carcharodus tripolinus,Carcharodus tripolinus,EU27,LC,P,,,y
Carcharodus tripolinus,Carcharodus tripolinus,EUR,LC,P,,,y
Carcharodus tripolinus,Carcharodus tripolinus,PT,NRLA,P,,,y
Carterocephalus palaemon,Carterocephalus palaemon,AD,Unknown,P,,,y
Carterocephalus palaemon,Carterocephalus palaemon,AL,Unknown,P,,,y
Carterocephalus palaemon,Carterocephalus palaemon,AT,LC,P,,,y
Carterocephalus palaemon,Carterocephalus palaemon,BA,LC,P,,,y
Carterocephalus palaemon,Carterocephalus palaemon,BE,LC,P,,,y
Carterocephalus palaemon,Carterocephalus palaemon,BG,LC,P,,,y
Carterocephalus palaemon,Carterocephalus palaemon,BY,Unknown,P,,,y
Carterocephalus palaemon,Carterocephalus palaemon,CH,LC,P,,,y
Carterocephalus palaemon,Carterocephalus palaemon,CZ,NE,P,,,y
Carterocephalus palaemon,Carterocephalus palaemon,DE,LC,P,,,y
Carterocephalus palaemon,Carterocephalus palaemon,EE,LC,P,,,y
Carterocephalus palaemon,Carterocephalus palaemon,ES,NE,P,,,y
Carterocephalus palaemon,Carterocephalus palaemon,EU27,LC,P,,,y
Carterocephalus palaemon,Carterocephalus palaemon,EUR,LC,P,,,y
Carterocephalus palaemon,Carterocephalus palaemon,FI,NT,P,,,y
Carterocephalus palaemon,Carterocephalus palaemon,FR,LC,P,,,y
Carterocephalus palaemon,Carterocephalus palaemon,GB,EN,P,,,y
Carterocephalus palaemon,Carterocephalus palaemon,GR,VU,P,,Status change from NT to VU; Legakis & Maragou 2009,y
Carterocephalus palaemon,Carterocephalus palaemon,HR,LC,P,,,y
Carterocephalus palaemon,Carterocephalus palaemon,HU,LC,P,,,y
Carterocephalus palaemon,Carterocephalus palaemon,IT,LC,P,,,y
Carterocephalus palaemon,Carterocephalus palaemon,LI,NRLA,P,,,y
Carterocephalus palaemon,Carterocephalus palaemon,LT,NT,P,,,y
Carterocephalus palaemon,Carterocephalus palaemon,LU,NT,P,,,y
Carterocephalus palaemon,Carterocephalus palaemon,LV,NRLA,P,,,y
Carterocephalus palaemon,Carterocephalus palaemon,MD,NRLA,P,,Addition Rudi Verovnik,y
Carterocephalus palaemon,Carterocephalus palaemon,ME,NRLA,P,,,y
Carterocephalus palaemon,Carterocephalus palaemon,MK,Unknown,P,,Verovnik & Micevski (2008),y
Carterocephalus palaemon,Carterocephalus palaemon,NL,VU,P,,,y
Carterocephalus palaemon,Carterocephalus palaemon,NO,LC,P,,,y
Carterocephalus palaemon,Carterocephalus palaemon,PL,LC,P,,,y
Carterocephalus palaemon,Carterocephalus palaemon,RO,LC,P,,,y
Carterocephalus palaemon,Carterocephalus palaemon,RS,LC,P,,,y
Carterocephalus palaemon,Carterocephalus palaemon,RU,NRLA,P,,,y
Carterocephalus palaemon,Carterocephalus palaemon,SE,LC,P,,,y
Carterocephalus palaemon,Carterocephalus palaemon,SI,LC,P,,,y
Carterocephalus palaemon,Carterocephalus palaemon,SK,LC,P,,,y
Carterocephalus palaemon,Carterocephalus palaemon,UA,LC,P,,,y
Carterocephalus silvicolus,Carterocephalus silvicola,BY,Unknown,P,,,y
Carterocephalus silvicolus,Carterocephalus silvicola,CZ,RE,Ex,,,y
Carterocephalus silvicola,Carterocephalus silvicola,DE,EN,P,,,y
Carterocephalus silvicolus,Carterocephalus silvicola,DK,EN,P,,,y
Carterocephalus silvicolus,Carterocephalus silvicola,EE,LC,P,,,y
Carterocephalus silvicolus,Carterocephalus silvicola,EU27,LC,P,,,y
Carterocephalus silvicolus,Carterocephalus silvicola,EUR,LC,P,,,y
Carterocephalus silvicolus,Carterocephalus silvicola,FI,LC,P,,,y
Carterocephalus silvicolus,Carterocephalus silvicola,LT,LC,P,,,y
Carterocephalus silvicolus,Carterocephalus silvicola,LV,NRLA,P,,,y
Carterocephalus silvicola,Carterocephalus silvicola,NO,NT,P,,,y
Carterocephalus silvicola,Carterocephalus silvicola,PL,LC,P,,,y
Carterocephalus silvicola,Carterocephalus silvicola,RU,NRLA,P,,,y
Carterocephalus silvicola,Carterocephalus silvicola,SE,LC,P,,,y
Carterocephalus silvicola,Carterocephalus silvicola,SK,RE,Ex,,,y
Carterocephalus silvicolus,Carterocephalus silvicola,UA,VU,P,,,y
Catopsilia florella,Catopsilia florella,CY,NRLA,I,,"Migrants appeared in 1986, but not seen since",n
Catopsilia florella,Catopsilia florella,EU27,NtA,P,,,n
Catopsilia florella,Catopsilia florella,EUR,NtA,P,,,n
Catopsilia florella,Catopsilia florella,MA_CA,NRLA,P,,,y
Catopsilia florella,Catopsilia florella,MA_CA_El Hierro,NRLA,P,,,
Catopsilia florella,Catopsilia florella,MA_CA_Fuerteventura,NRLA,P,,,
Catopsilia florella,Catopsilia florella,MA_CA_Gran Canaria,NRLA,P,,,
Catopsilia florella,Catopsilia florella,MA_CA_La Gomera,NRLA,P,,,
Catopsilia florella,Catopsilia florella,MA_CA_La Palma,NRLA,P,,,
Catopsilia florella,Catopsilia florella,MA_CA_Lanzarote,NRLA,P,,,
